"i","psi_true","tmle_sl","tmle_se_sl","tmle_lower_sl","tmle_upper_sl","cvtmle_sl","cvtmle_se_sl","cvtmle_lower_sl","cvtmle_upper_sl","cvaiptw_sl","cvaiptw_se_sl","cvaiptw_lower_sl","cvaiptw_upper_sl","tmle_underhal","tmle_lower_underhal","tmle_upper_underhal"
33,0.1153,0.142251980125554,0.0256774272608743,0.0919251474785937,0.192578812772515,0.107528936918972,0.0292354413109614,0.0502285248773529,0.164829348960591,0.123400930823133,0.803733747307058,0.0735849970560152,0.17321686459025,0.124748249324796,0.0718768620888102,0.177619636560782
34,0.1153,0.133993179292465,0.0260761036011542,0.0828849553770677,0.185101403207862,0.127015243746086,0.027428204701464,0.0732569503706242,0.180773537121547,0.130557859959986,0.760156339004362,0.0834428819422358,0.177672837977736,0.137053031552573,0.0854886811873608,0.188617381917785
35,0.1153,0.127807198480306,0.0272031861315733,0.0744899333976829,0.181124463562929,0.119115901526077,0.0277254171706413,0.0647750824152719,0.173456720636883,0.122469566705503,0.767243227345503,0.0749153387975998,0.170023794613407,0.124441839437971,0.0713511866236156,0.177532492252326
36,0.1153,0.108009617250298,0.0243291600262231,0.0603253398247889,0.155693894675807,0.102334176080141,0.0249148313877602,0.0535020038792434,0.15116634828104,0.1032006424357,0.69310414324629,0.0602416025678851,0.146159682303514,0.107920082314931,0.0585923154945135,0.157247849135349
37,0.1153,0.122101415267049,0.027960954426752,0.0672989516172489,0.176903878916848,0.10955625974934,0.0294639242479675,0.0518080293801074,0.167304490118573,0.113944137500465,0.796946358961721,0.0645488904214398,0.163339384579489,0.12568804975704,0.0714003653058268,0.179975734208254
38,0.1153,0.152529049478513,0.0291924777661408,0.0953128444373908,0.209745254519635,0.132088402181732,0.0340428255926998,0.0653656900880625,0.198811114275402,0.140155588960306,0.845126091046923,0.0877741311485405,0.192537046772071,0.152166647348096,0.0947009963970992,0.209632298299094
39,0.1153,0.138287453855459,0.0241039560560336,0.0910445681006965,0.185530339610221,0.133970181796405,0.0249031924785854,0.0851608214383088,0.182779542154501,0.138005574659505,0.686311270126271,0.0954675614296403,0.18054358788937,0.14229263445245,0.0953451887824467,0.189240080122453
40,0.1153,0.119934746581389,0.0285410266276399,0.0639953623094163,0.175874130853362,0.117765513244622,0.0292577901244863,0.0604212983333978,0.175109728155847,0.116594467708041,0.753401373804483,0.0698981667710082,0.163290768645074,0.111277958406416,0.0474012977802618,0.175154619032571
41,0.1153,0.121006432646878,0.0258803205013659,0.0702819365558475,0.171730928737909,0.110781567713539,0.0279110950636878,0.0560768266196378,0.165486308807441,0.117551427546578,0.763308036485045,0.0702411052951464,0.164861749798009,0.121808033056943,0.0690209897966977,0.174595076317189
42,0.1153,0.109437666550668,0.0240390827689654,0.062321930102118,0.156553402999217,0.0920404036201405,0.0264021560563176,0.040293128635552,0.143787678604729,0.104078970619944,0.706621434252404,0.0602821203755868,0.147875820864302,0.110620839608568,0.0644331184917182,0.156808560725418
43,0.1153,0.0979406331393888,0.0255221653218183,0.047918108301148,0.14796315797763,0.0934636542048514,0.0262239335264873,0.0420656889599639,0.144861619449739,0.0947922740108897,0.739082458677712,0.0489834686281523,0.140601079393627,0.102025434730992,0.0521715256526861,0.151879343809297
44,0.1153,0.119384995695129,0.0274690203311758,0.0655467051554261,0.173223286234832,0.0933384922664402,0.0366910764025804,0.0214253039633753,0.165251680569505,0.123505463127391,0.790830891184412,0.0744892566681858,0.172521669586596,0.133220196977335,0.0818742808406467,0.184566113114023
45,0.1153,0.118066304066506,0.0241289129290204,0.0707745037395226,0.165358104393488,0.115727835288493,0.0244572444248346,0.0677925170547239,0.163663153522262,0.117965514120797,0.696498473362463,0.074796091492749,0.161134936748845,0.119744074866162,0.0721530300603401,0.167335119671984
46,0.1153,0.0971990410661346,0.0270400413835443,0.0442015338139152,0.150196548318354,0.0934437037713725,0.0272536319713077,0.0400275666597,0.146859840883045,0.0965040720222327,0.778779364327028,0.0482348269364074,0.144773317108058,0.100621918602946,0.0496779617601514,0.151565875445741
47,0.1153,0.144931090076162,0.0252409209661046,0.0954597940459752,0.194402386106349,0.137063357170791,0.0270752646854697,0.0839968135153814,0.190129900826201,0.144592461727021,0.727607610374914,0.0994948748105424,0.1896900486435,0.145556132212407,0.0915775479577695,0.199534716467045
48,0.1153,0.106075308139728,0.0256205156048396,0.055860020288896,0.15629059599056,0.105771324915419,0.0263762137813166,0.0540748958555089,0.157467753975328,0.108999125434164,0.713118264984683,0.0647995974491493,0.153198653419178,0.113600733388572,0.0630671707711765,0.164134296005967
49,0.1153,0.121831548134229,0.0272563324105181,0.0684101182589621,0.175252978009497,0.115678082843565,0.0274578984988671,0.061861590694629,0.169494574992501,0.122858264013063,0.758106050734751,0.0758703641788338,0.169846163847291,0.127091081716348,0.0750907668961185,0.179091396536577
50,0.1153,0.104539143073028,0.0258444919076948,0.0538848697352088,0.155193416410846,0.093869190375062,0.0277977229871888,0.0393866544679507,0.148351726282173,0.102073744398697,0.774619982519319,0.0540623004682158,0.150085188329178,0.105634847721535,0.0541791605585074,0.157090534884563
51,0.1153,0.154710454366634,0.027661026253312,0.100495839134725,0.208925069598542,0.143613747070635,0.0287683409935671,0.0872288348282761,0.199998659312993,0.145597188494817,0.752600246693794,0.0989505419305397,0.192243835059094,0.149623731284536,0.0912548077185476,0.207992654850525
52,0.1153,0.111215939830811,0.0255537959419691,0.0611314201162653,0.161300459545356,0.104375712661189,0.02633174750265,0.0527664359059926,0.155984989416386,0.111675048332309,0.743198497017881,0.065611128250178,0.15773896841444,0.116718683454606,0.0684118012858305,0.165025565623382
53,0.1153,0.125214827364312,0.0303725581883262,0.0656857071968451,0.184743947531778,0.117244848632846,0.0306742811684073,0.0571243622911126,0.17736533497458,0.121316433496045,0.828298817021145,0.0699779409338518,0.172654926058239,0.129177864341096,0.0717328261824917,0.1866229024997
54,0.1153,0.128141807900868,0.0267077440383286,0.07579559147743,0.180488024324307,0.123849246326682,0.0270208325726217,0.0708893876520571,0.176809105001308,0.129176450946045,0.723735773751618,0.0843188429497365,0.174034058942354,0.13297379920794,0.0831223348506381,0.182825263565243
55,0.1153,0.118616114972494,0.029268018490934,0.0612518528314112,0.175980377113577,0.110472701585413,0.0306295282401949,0.0504399293711782,0.170505473799647,0.119462383426648,0.825998859389974,0.0682664437153282,0.170658323137968,0.13099340002104,0.0785888356716483,0.183397964370431
56,0.1153,0.118322974834665,0.0287106052561162,0.0620512225583308,0.174594727110999,0.114811104361905,0.029084159522105,0.0578071991779611,0.171815009545848,0.116151741390671,0.803634507853712,0.0663419585485977,0.165961524232745,0.123782634884587,0.0686532814957082,0.178911988273466
57,0.1153,0.150727077744316,0.0254221693180251,0.100900541472108,0.200553614016525,0.143553908634222,0.0260715773059293,0.0924545560944486,0.194653261173995,0.148309301032325,0.713552285054193,0.104082872204701,0.192535729859948,0.152987688314107,0.103474638604591,0.202500738023623
58,0.1153,0.142962999962976,0.0324683446858514,0.0793262137410752,0.206599786184877,0.129467646298321,0.0317364475593164,0.0672653520848172,0.191669940511826,0.142558398581491,0.777155019081301,0.0943898314570517,0.19072696570593,0.142421979852272,0.0786910428371966,0.206152916867347
59,0.1153,0.110162943108061,0.0290217372112126,0.0532813834052987,0.167044502810824,0.0927160849510024,0.0335887399431297,0.0268833643763864,0.158548805525618,0.122057535380987,0.818625951278578,0.071318573248845,0.172796497513129,0.118010909584395,0.0644461874851747,0.171575631683616
60,0.1153,0.148938512572232,0.0271305385993282,0.0957636340363744,0.202113391108089,0.143681509301413,0.0281224818851119,0.0885624576507137,0.198800560952113,0.140978510959299,0.739515435111655,0.0951428694191548,0.186814152499443,0.140312155939909,0.077835962048482,0.202788349831335
61,0.1153,0.132574178469467,0.0285009201509939,0.0767134014472673,0.188434955491667,0.124674115428651,0.0304791986156828,0.0649359838642701,0.184412246993033,0.130443060733614,0.779503853921904,0.0821289113174754,0.178757210149753,0.135579461924236,0.0809556898376758,0.190203234010797
62,0.1153,0.102495412574903,0.0257678123611569,0.0519914283866493,0.152999396763156,0.091013642795609,0.0266251906454038,0.0388292280491048,0.143198057542113,0.0977653956767859,0.756751272079579,0.0508614658935613,0.144669325460011,0.0993720465474357,0.0501086203598891,0.148635472734982
