"i","psi_true","tmle_sl","tmle_se_sl","tmle_lower_sl","tmle_upper_sl","cvtmle_sl","cvtmle_se_sl","cvtmle_lower_sl","cvtmle_upper_sl","cvaiptw_sl","cvaiptw_se_sl","cvaiptw_lower_sl","cvaiptw_upper_sl","tmle_hal","tmle_se_hal","tmle_lower_hal","tmle_upper_hal","cvtmle_hal","cvtmle_se_hal","cvtmle_lower_hal","cvtmle_upper_hal","cvaiptw_hal","cvaiptw_se_hal","cvaiptw_lower_hal","cvaiptw_upper_hal"
1,-0.0524783924479328,-0.0526509099143634,0.0842631484876224,-0.217803646174054,0.112501826345327,-0.052112288612493,0.0851783852888628,-0.21905885603994,0.114834278814955,-0.0521104317511414,1.90464709502144,-0.219060110553666,0.114839247051384,-0.0552038326555014,0.085419695284789,-0.222623358984074,0.112215693673071,-0.0526495346405638,0.0865774780650848,-0.222338273520437,0.117039204239309,-0.0528882767453987,1.93583683064072,-0.222571856414486,0.116795302923689
2,-0.0524783924479328,-0.23584081585083,0.091023636962583,-0.414243866039341,-0.0574377656623183,-0.236170894543838,0.0919853195605904,-0.416458807989002,-0.0558829810986728,-0.236172312853584,2.05685448563421,-0.41646355768196,-0.055881068025209,-0.231962095867232,0.0892599359698158,-0.406908355630422,-0.0570158361040414,-0.231311145855843,0.091349990918899,-0.410353838044946,-0.0522684536667401,-0.232145721386986,2.04244611943791,-0.411174017233983,-0.0531174255399881
3,-0.0524783924479328,-0.075361034899576,0.0835453646533613,-0.23910694069543,0.0883848708962778,-0.0655166306181184,0.0924066094153674,-0.246630257005698,0.115596995769462,-0.0653781656587499,2.0662780529135,-0.246495422578585,0.115739091261085,-0.0724496020634339,0.0896489077672963,-0.248158232540688,0.10325902841382,-0.0722954504391134,0.0921315970983141,-0.252870062589964,0.108279161711737,-0.0723941311133479,2.06013247362309,-0.252972704257448,0.108184442030752
4,-0.0524783924479328,-0.014006582647443,0.0937807391324206,-0.197813453790533,0.169800288495647,-0.0180736509726855,0.0946466495878548,-0.203577675422264,0.167430373476893,-0.0180885078523185,2.11636947390735,-0.203596471411481,0.167419455706843,0.0159749569604041,0.091113123895583,-0.162603484393874,0.194553398314683,0.0203379781785888,0.0953798256398156,-0.16660304492716,0.207279001284337,0.0213393378022825,2.13284661219697,-0.165612910607458,0.208291586212023
5,-0.0524783924479328,-0.00132154750280614,0.0870433685961868,-0.171923415044377,0.169280320038765,0.000392646380250382,0.0888480039023758,-0.17374624136668,0.174531534127181,0.000394591505754605,1.98670220264704,-0.173747534600005,0.174536717611515,0.0145899166026486,0.0854023322433785,-0.152795578790097,0.181975411995394,0.0101389900654871,0.090079978645815,-0.166414523808447,0.186692503939422,0.0103546213072376,2.01410664661972,-0.166189610223175,0.186898852837651
6,-0.0524783924479328,0.106426238162642,0.088433433246095,-0.0669001060289311,0.279752582354215,0.108516368830492,0.0898108364872991,-0.0675096361060303,0.284542373767013,0.10855895653108,2.00832167657387,-0.0674782000175363,0.284596113079697,0.122741929669714,0.0859028812916733,-0.0456246238301855,0.291108483169613,0.123325153763882,0.0892344287830685,-0.0515711128319369,0.2982214203597,0.123547021658132,1.99536577875467,-0.0513545003757401,0.298448543692004
7,-0.0524783924479328,-0.0187698575965644,0.0902344584941608,-0.195626146409594,0.158086431216465,-0.013763406225105,0.091378015326661,-0.19286102524411,0.1653342127939,-0.0137201458219326,2.04328440831085,-0.192821920928394,0.165381629284528,-0.0178083137791639,0.091187006826283,-0.196531563016687,0.160914935458359,-0.0108725635048087,0.0922922583280023,-0.19176206587956,0.170016938869943,-0.0109061800880521,2.06372069639247,-0.191799274825357,0.169986914649253
8,-0.0524783924479328,-0.0358728036868415,0.087686139630368,-0.207734479305713,0.13598887193203,-0.0386462669927852,0.088859891195309,-0.212808453405739,0.135515919420168,-0.0386812902910194,1.9869718902047,-0.212847055553475,0.135484474971436,-0.0383917922110942,0.0878614101641637,-0.210596991763756,0.133813407341568,-0.0320689951592323,0.0894251169192335,-0.207339003634213,0.143201013315749,-0.0321687119156053,1.99957837924357,-0.207439484662842,0.143102060831632
9,-0.0524783924479328,0.00676091777459585,0.0837800388044861,-0.157444940905565,0.170966776454757,0.0059935266588401,0.0845555118544788,-0.159732231270288,0.171719284587968,0.00603613793239766,1.89072554075162,-0.159693262835496,0.171765538700292,-0.00654290414016311,0.0832256013439315,-0.169662085365957,0.156576277085631,-0.00504336973709016,0.0869378862896843,-0.17543849575691,0.16535175628273,-0.0050927659681147,1.94392579934511,-0.175485375005725,0.165299843069496
10,-0.0524783924479328,0.0650603057589613,0.0884321353017317,-0.108263494508406,0.238384106026328,0.061783856961969,0.0896839171433877,-0.113993390631545,0.237561104555483,0.0617626618931819,2.00539630717334,-0.11401807472175,0.237543398508114,0.067753924099854,0.0860001027360865,-0.10080317992962,0.236311028129328,0.0670160316926824,0.0886290566711093,-0.106693727366451,0.240725790751816,0.0674210468263829,1.98180124328771,-0.106291491250706,0.241133584903472
11,-0.0524783924479328,-0.0465012313288432,0.0884986511564826,-0.219955400275923,0.126952937618237,-0.0404966668247492,0.0906876951859222,-0.218241283230103,0.137247949580605,-0.0401749145721965,2.02791102588748,-0.217929153295462,0.137579324151069,-0.0474864659072533,0.0874223269104664,-0.218831078096454,0.123858146281948,-0.0264919494111539,0.0934369259625828,-0.209624959123952,0.156641060301644,-0.0258889011635004,2.09010127768003,-0.209094355804167,0.157316553477166
12,-0.0524783924479328,-0.154916583646778,0.0904097824583619,-0.332116501115269,0.0222833338217121,-0.154399462327864,0.0920238378939559,-0.33476287031917,0.0259639456634417,-0.154398431704491,2.05772213918594,-0.334765729719912,0.0259688663109298,-0.167770604879824,0.0880665489673984,-0.340377869098658,0.00483665933901004,-0.158796622178039,0.0924461666690509,-0.339987779358166,0.0223945350020882,-0.158631003280528,2.0671341184583,-0.339823297653818,0.0225612910927609
13,-0.0524783924479328,-0.119619921701899,0.0903273430565901,-0.29665826091201,0.0574184175082117,-0.11247655668986,0.0917160375723347,-0.292236687136358,0.0672835737566389,-0.113214173365396,2.05046003293877,-0.292944919702259,0.0665165729714681,-0.130959210792145,0.0902524764833409,-0.307850814215041,0.0459323926307512,-0.124357587986913,0.0925519921595161,-0.305756159316998,0.0570409833431723,-0.124416122697945,2.06949668956632,-0.305815505559524,0.0569832601636328
14,-0.0524783924479328,-0.0393175142649324,0.0917286004317789,-0.219102267463484,0.140467238933619,-0.0379229659705783,0.0929757338907605,-0.220152055832649,0.144306123891492,-0.037911595462886,2.07900200374812,-0.220144155847857,0.144320964922085,-0.0452801943098065,0.0894675231299776,-0.220633317430567,0.130072928810954,-0.0425472844230927,0.0922963431669514,-0.223444792935067,0.138350224088882,-0.042494054254632,2.06378817038159,-0.223393063347852,0.138404954838588
15,-0.0524783924479328,0.0288218366874829,0.0914755640995132,-0.150466974413048,0.208110647788014,0.0276042255455299,0.0924051393126106,-0.153506519493593,0.208714970584653,0.0276007505620054,2.06624380068158,-0.153513504017327,0.208715005141338,0.0212443628625502,0.0911331820096139,-0.157373391672827,0.199862117397927,0.0138297549748288,0.0925120648638802,-0.16749056029381,0.195150070243467,0.0140402277854643,2.0685660549995,-0.167277581359692,0.19535803693062
16,-0.0524783924479328,-0.175738359140708,0.0815173487163604,-0.335509426739967,-0.0159672915414494,-0.213711123094279,0.0852164150304597,-0.380732227445598,-0.0466900187429602,-0.214703567995833,1.90645200072501,-0.381811453758727,-0.0475956822329381,-0.211434256400015,0.0786184941192089,-0.365523673392438,-0.0573448394075914,-0.222050501598085,0.0849094424596245,-0.388469950766325,-0.0556310524298451,-0.222465155585818,1.89889613323483,-0.388910740361901,-0.0560195708097345
17,-0.0524783924479328,0.0196896973893699,0.0892688896622726,-0.155274111288564,0.194653506067304,0.0122360838020523,0.0916558891119637,-0.167406157828393,0.191878325432498,0.0123619179874941,2.049460770287,-0.167281239116074,0.192005075091062,0.0123436019687237,0.0886263707309403,-0.161360892744414,0.186048096681861,0.00684078321638357,0.0907452133023368,-0.171016566625602,0.184698133058369,0.00685298766666398,2.02912901771836,-0.171008012747772,0.1847139880811
18,-0.0524783924479328,-0.204607070687139,0.0900915692783537,-0.381183301783407,-0.0280308395908703,-0.205811916480646,0.0910574569163666,-0.384281252560532,-0.0273425804007595,-0.206170656161721,2.03606097950344,-0.384639269816698,-0.0277020425067446,-0.199777262163076,0.087794695905749,-0.37185170417199,-0.0277028201541616,-0.201057723376102,0.0911547752531846,-0.379717799891186,-0.0223976468610168,-0.201115239762648,2.03828066522619,-0.379778417449682,-0.0224520620756135
19,-0.0524783924479328,0.0279541766904898,0.0876324780678164,-0.143802324198426,0.199710677579406,0.0313817856440858,0.0882376523749148,-0.141560835091112,0.204324406379284,0.0313868324603624,1.97305852092629,-0.141559372213592,0.204333037134317,0.0157087841921681,0.0867872831683043,-0.154391165133788,0.185808733518124,0.00811488100326528,0.0891201143025814,-0.166557333327887,0.182787095334418,0.00811603261761218,1.99278471656467,-0.166559249340229,0.182791314575454
20,-0.0524783924479328,-0.214222036733726,0.0907576048329504,-0.392103673529427,-0.0363403999380245,-0.213714522365592,0.0923801053187554,-0.39477620167837,-0.0326528430528148,-0.213714473314544,2.06568919235976,-0.394780114331064,-0.0326488322980245,-0.187074540396187,0.0889735346924111,-0.361459463970538,-0.0126896168218366,-0.206824078270746,0.0932165145186338,-0.389525089491624,-0.0241230670498691,-0.2077692100957,2.08499909981792,-0.390527439128275,-0.025010981063126
21,-0.0524783924479328,-0.142497686562724,0.0877771962365117,-0.314537829850191,0.029542456724744,-0.144378408202503,0.0890578394272953,-0.318928566020953,0.030171749615947,-0.144406717415435,1.99139195120705,-0.318959918107036,0.0301464832761656,-0.144769863836522,0.0870605747168538,-0.315405454754914,0.0258657270818695,-0.149131720632692,0.089591580936192,-0.324727992585633,0.0264645513202498,-0.149037302018751,2.00335805746289,-0.324639378169302,0.0265647741317999
22,-0.0524783924479328,0.0390917657284886,0.0883698439630936,-0.134109945758599,0.212293477215576,0.0403577809390792,0.0914943562881113,-0.138967862174295,0.219683424052453,0.0406001083154851,2.04588761632915,-0.138729848034445,0.219930064665415,0.0361947124069268,0.0896690947562432,-0.139553483841619,0.211942908655473,0.0394017223060909,0.0919070011698087,-0.140732689913815,0.219536134525997,0.0394697986035712,2.05513929269408,-0.140671102934865,0.219610700142008
23,-0.0524783924479328,-0.249193363201016,0.0918805789489857,-0.429275988819717,-0.0691107375823148,-0.253173363555793,0.0932002487384972,-0.435842494433422,-0.0705042326781641,-0.253489659814632,2.08403052358272,-0.436162989396917,-0.0708163302323468,-0.254391834518144,0.0922034382119967,-0.435107252664422,-0.0736764163718666,-0.261658268269344,0.0937996036437845,-0.445502113175294,-0.0778144233633948,-0.262501082923561,2.09797649380267,-0.446396830692867,-0.0786053351542553
24,-0.0524783924479328,-0.157113756939924,0.0920433718709598,-0.337515450822632,0.0232879369427843,-0.150145189046921,0.0935833740583055,-0.33356523175294,0.033274853659098,-0.150128908621931,2.09263318928966,-0.333556295100306,0.0332984778564447,-0.160263703618726,0.0905728448323147,-0.337783217467398,0.0172558102299454,-0.163428462725886,0.0944304499732008,-0.348508743717271,0.0216518182654992,-0.164026818762894,2.11176134580037,-0.349130862084364,0.021077224558575
25,-0.0524783924479328,-0.119164554987215,0.0883406935998376,-0.292309132812185,0.0539800228377549,-0.106986228450534,0.0910333358630619,-0.285408288134674,0.0714358312336053,-0.107573088061497,2.03570541374076,-0.286010535003213,0.0708643588802189,-0.114787641422843,0.0870848596673034,-0.285470829969483,0.055895547123796,-0.140195776702758,0.0921359068518547,-0.32077883581533,0.0403872824098145,-0.141998793788024,2.06244470046199,-0.322780042550659,0.0387824549746101
26,-0.0524783924479328,0.0473389710870328,0.0902664485486434,-0.129580017080646,0.224257959254712,0.0447644385859238,0.0924293890386927,-0.136393835042955,0.225922712214803,0.0449183298022774,2.06668028143209,-0.136234184001712,0.226070843606267,0.0538470747306183,0.0914850415713364,-0.125460311873351,0.233154461334587,0.0365812315240659,0.0936100467531641,-0.146891088703246,0.220053551751378,0.037091967789068,2.09266866766918,-0.146338528506387,0.220522464084523
