"i","psi_true","tmle_sl","epsilon_sl","tmle_se_sl","tmle_lower_sl","tmle_upper_sl","cvtmle_sl","cvtmle_se_sl","cvtmle_lower_sl","cvtmle_upper_sl","cvaiptw_sl","cvaiptw_se_sl","cvaiptw_lower_sl","cvaiptw_upper_sl","tmle_underhal","epsilon_underhal","tmle_lower_underhal","tmle_upper_underhal"
68,0.1153,0.107964967930317,0.0389873183531712,0.0589857873249665,-0.00764505082635607,0.223574986686991,0.108545527615047,0.0604300407286795,-0.00989517579745389,0.226986231027547,0.143829329532806,0.89257235889119,0.0655919127355386,0.222066746330073,0.144935034074571,0.0557897815275895,0.0542062129096625,0.235663855239479
69,0.1153,0.133482572123261,0.0650621716606254,0.0353193976707901,0.0642578247328645,0.202707319513658,0.123404776615961,0.0370108790918332,0.050864786559801,0.19594476667212,0.131789305189723,0.728484910301219,0.067934787413082,0.195643822966365,0.133760782094087,0.0645263938854809,0.0612822620937444,0.206239302094429
70,0.1153,0.125961186078863,0.043767067375803,0.0474343487703388,0.0329915708588876,0.218930801298839,0.0989952818108037,0.0512943855972426,-0.00153986656890176,0.199530430190509,0.121238449967304,0.951356504137477,0.0378483756550558,0.204628524279552,0.136638809053774,0.0519587682628708,0.0503061778939593,0.222971440213588
71,0.1153,0.20699473964025,0.108788185266284,0.0268149022256176,0.154438497029076,0.259550982251423,0.204868041916643,0.0270069538767794,0.151935384986021,0.257800698847265,0.195245664499245,0.581762961839497,0.144251892544228,0.246239436454263,0.129476800432011,0.0609536901504677,0.0673695018827052,0.191584098981317
72,0.1153,0.110124069357369,0.0551826842441584,0.03836872557193,0.0349227491036849,0.185325389611052,0.0974747776113011,0.0412898499963331,0.0165481586914269,0.178401396531175,0.110771644544771,0.762248585017471,0.0439576101921689,0.177585678897373,0.11509900807866,0.0569462265066452,0.0439199402394974,0.186278075917823
73,0.1153,0.146026887758457,0.0493441205790873,0.0416712370262581,0.0643527639957593,0.227701011521155,0.139818818459121,0.043907849670505,0.0537610144663327,0.22587662245191,0.144681428618347,0.854673331077942,0.0697660080779656,0.219596849158728,0.160187151016862,0.0548691904599952,0.0834309446648419,0.236943357368883
74,0.1153,0.147083608599856,0.0611892878587953,0.0337365156960061,0.0809612528718137,0.213205964327898,0.103993336658522,0.0362351754402053,0.032973697822229,0.175012975494815,0.119601439958118,0.723078273566068,0.0562208347864391,0.182982045129797,0.139715434578792,0.0593909736173503,0.0740177165888554,0.205413152568729
75,0.1153,0.118835981396842,0.0484382146775049,0.0419863919492565,0.0365441653355166,0.201127797458167,0.0952675000781177,0.0464305876111627,0.00426522057920727,0.186269779577028,0.104422973058466,0.899884806825363,0.0255445919392193,0.183301354177712,0.144901681189519,0.0556778552256157,0.0617697731152015,0.228033589263837
76,0.1153,0.144870495432459,0.0716415010027662,0.0298788379648376,0.0863090491214697,0.203431941743449,0.145667235763992,0.0301959187770787,0.0864843224808211,0.204850149047163,0.151172275283858,0.628745983991785,0.0960602598610612,0.206284290706654,0.149583381143495,0.0741753983527209,0.0916175894163552,0.207549172870635
77,0.1153,0.118740540045346,0.0459944444456996,0.0429124073853598,0.0346337670801303,0.202847313010562,0.127397258215702,0.0387765869099497,0.0513965444288134,0.203397972002591,0.152734329579122,0.748396522114115,0.0871344820743158,0.218334177083928,0.13405103426841,0.0534097095509365,0.0592959493828335,0.208806119153987
78,0.1153,0.0892901601849847,0.0329972747166142,0.0371015498114964,0.016572458783833,0.162007861586136,0.0717367902701096,0.0426784233824824,-0.011911382476508,0.155384963016727,0.0794812135760557,0.849546862845869,0.00501514778856962,0.153947279363542,0.0932304196081853,0.035120774809698,0.0194974604169611,0.166963378799409
79,0.1153,0.0980627895377559,0.0431758673635276,0.033598304268608,0.0322113232296658,0.163914255845846,0.0905901468931827,0.0350971073772407,0.0218010804722559,0.159379213314109,0.0951662960877158,0.725052127126239,0.0316126750231003,0.158719917152331,0.104177620359964,0.0460547123835952,0.0382011279025691,0.170154112817359
80,0.1153,0.137793206433443,0.0619875168154911,0.035605286072454,0.0680081280721879,0.207578284794699,0.124326364255279,0.037309264073829,0.0512015503808801,0.197451178129678,0.133545932071837,0.734947940342903,0.0691249047342533,0.19796695940942,0.142636625287213,0.0643713749354346,0.0748647963400283,0.210408454234397
81,0.1153,0.159724456953201,0.0758670008152555,0.0430026341239187,0.075440842829967,0.244008071076435,0.154265564246083,0.0391763111568809,0.0774814053314615,0.231049723160704,0.166163594586276,0.716814133357381,0.103332065513023,0.228995123659528,0.164162440966467,0.0805858803023817,0.0905245219849337,0.237800359948
82,0.1153,0.0954620671317544,0.0367894911500713,0.0391054162186499,0.0188168597427521,0.172107274520757,0.0625133349277889,0.0395642055868376,-0.0150310830993511,0.140057752954929,0.0659563429817337,0.821766143077702,-0.00607463535342508,0.137987321316892,0.0627215537274772,0.0246891495716047,-0.0187842947344414,0.144227402189396
83,0.1153,0.155747696012338,0.0645048354006229,0.0422642324345073,0.072911322606474,0.238584069418202,0.109566765919261,0.0585250981441629,-0.00514031863496968,0.224273850473493,0.119736983928197,1.03947369690887,0.0286230971214361,0.210850870734957,0.147693356552862,0.0597074598502388,0.0586495236906241,0.2367371894151
84,0.1153,0.140463714518794,0.0705467682258709,0.0327517489120248,0.0762714662205263,0.204655962817061,0.132423922313203,0.034347631654685,0.0651038013157723,0.199744043310633,0.138642605112851,0.682004103003619,0.0788623097310566,0.198422900494646,0.144988240433852,0.0735158096487646,0.0808198308190068,0.209156650048697
85,0.1153,0.169565600599721,0.0673916265302195,0.0364354234643718,0.0981534828480869,0.240977718351356,0.146443247586127,0.0370342010737842,0.0738575472852954,0.219028947886959,0.160918421032123,0.68997899150538,0.100439095852454,0.221397746211791,0.169436065000774,0.0700446838089465,0.102147031182959,0.236725098818589
86,0.1153,0.107289054513149,0.0461807210296651,0.038596275426891,0.0316417447390542,0.182936364287244,0.101527433529203,0.0397648593227085,0.0235897414063929,0.179465125652014,0.108072036196268,0.820836809566587,0.0361225175349704,0.180021554857565,0.108148503102225,0.0450354910515916,0.0227147634966329,0.193582242707817
87,0.1153,0.143607863299436,0.0540555622886756,0.0434715354805516,0.0584052194049001,0.228810507193972,0.0388278187391877,0.070651852834761,-0.0996472682579679,0.177302905736343,0.0627224131572872,1.24383363295531,-0.0463044118374654,0.17174923815204,0.11890839640217,0.0444359262846513,0.0264351077847646,0.211381685019576
