"i","psi_true","tmle_sl","tmle_se_sl","tmle_lower_sl","tmle_upper_sl","cvtmle_sl","cvtmle_se_sl","cvtmle_lower_sl","cvtmle_upper_sl","cvaiptw_sl","cvaiptw_se_sl","cvaiptw_lower_sl","cvaiptw_upper_sl","tmle_hal","tmle_se_hal","tmle_lower_hal","tmle_upper_hal","cvtmle_hal","cvtmle_se_hal","cvtmle_lower_hal","cvtmle_upper_hal","cvaiptw_hal","cvaiptw_se_hal","cvaiptw_lower_hal","cvaiptw_upper_hal","tmle_hal2","tmle_lower_hal2","tmle_upper_hal2","tmle_lower_boot","tmle_upper_boot","tmle_lower_pl","tmle_upper_pl"
127,0.1153,0.102629576331713,0.0249184127576644,0.0537903847747874,0.151468767888639,0.0930883871890923,0.0291855359873976,0.0358857877842953,0.150290986593889,0.0907343583527974,0.650773208916793,0.0336915715363114,0.147777145169283,0.0928176357376101,0.021983180768558,0.049731393165603,0.135903878309617,0.0922198686629928,0.025597632094572,0.0420494316681251,0.14239030565786,0.0917464155410843,0.57239948011659,0.041573388946296,0.141919442135873,0.0945996535164003,0.0517674932050267,0.137431813827774,0.0474170669473277,0.146297523388957,-0.073019526948487,0.297363536710682
128,0.1153,0.0691615155596305,0.0266919465020732,0.0168462617382971,0.121476769380964,0.0731624415520895,0.0281796715980212,0.0179313001238017,0.128393582980377,0.0720193266418896,0.631958318509775,0.0166257376838242,0.127412915599955,0.0843464684326215,0.0239680467698732,0.0373699599838984,0.131322976881345,0.0831754782463426,0.0267649484992197,0.0307171431398026,0.135633813352883,0.0829298192153918,0.599121589831622,0.0304144964306626,0.135445142000121,0.0800217393615081,0.0341255486980155,0.125917930025001,0.0413252270430163,0.137535978167885,-0.0806519277479132,0.275695802217419
129,0.1153,0.133268256677284,0.0270455699957699,0.0802599135442183,0.186276599810351,0.122136938755107,0.029319652762134,0.0646714753021043,0.17960240220811,0.123096293056637,0.657251617970594,0.0654856486493618,0.180706937463913,0.124759650411161,0.0234207194225988,0.0788558838508497,0.170663416971472,0.129220850024983,0.0274913132197789,0.0753388662265061,0.183102833823459,0.129184727140563,0.61468849117478,0.0753049052914222,0.183064548989703,0.123912149719954,0.0795481378578829,0.168276161582026,0.0641802687875159,0.171846684812018,-0.0898970500413101,0.336985806103516
130,0.1153,0.160788094786665,0.0229015399030547,0.115901901386171,0.205674288187159,0.160082523746228,0.0248569374985878,0.111363821483033,0.208801226009424,0.161089814971859,0.556874301090325,0.112277630319161,0.209901999624556,0.170328805047004,0.0212969477881604,0.128587554401579,0.212070055692428,0.170943329013098,0.023904214713001,0.124091929096903,0.217794728929292,0.171404905421768,0.534938031443992,0.124515519581068,0.218294291262468,0.169316403210164,0.127462111130292,0.211170695290035,0.1273561771077,0.218103578851271,-0.161228511684445,0.506279585175859
131,0.1153,0.102440719590771,0.0245425369950388,0.0543382309912529,0.150543208190289,0.114377407312962,0.025884690086419,0.0636443469926,0.165110467633324,0.11427515693112,0.578371418974426,0.0635786668155831,0.164971647046658,0.114603433119307,0.0228883166351165,0.06974315684773,0.159463709390885,0.118030173042528,0.02567987844349,0.0676985361659207,0.168361809919135,0.118246925184127,0.574446716953839,0.0678944503685611,0.168599399999694,0.113015339055364,0.0691653957616221,0.156865282349105,0.0775326581038164,0.155541685925818,-0.0866289245340462,0.314084368157023
132,0.1153,0.0957928931484771,0.0230059081862985,0.0507021416716969,0.140883644625257,0.10703319053716,0.0265551727161637,0.0549860084102382,0.159080372664081,0.111648436249808,0.644498974481353,0.055155610329735,0.168141262169881,0.105706837703488,0.0213777980617827,0.0638071234336234,0.147606551973352,0.109728997482455,0.0242143926427343,0.0622696599951838,0.157188334969726,0.10985376904741,0.542180346252435,0.0623295663242451,0.157377971770575,0.104775229280245,0.0627414293748817,0.146809029185607,0.0730930994939642,0.161843433401302,-0.0724612144037705,0.284462230258227
133,0.1153,0.078065961914513,0.0260320609083749,0.0270440600907452,0.129087863738281,0.0807311974588652,0.0279700139821241,0.0259109774068202,0.13555141751091,0.0701368094518107,0.565847908944855,0.0205380533901998,0.119735565513421,0.0854773351882511,0.0226966453620975,0.0409927277086619,0.12996194266784,0.0883749838310014,0.0249216983896171,0.039529352553782,0.137220615108221,0.0875091583003014,0.5593263995224,0.0384820377433635,0.136536278857239,0.081632776970161,0.0374829248146238,0.125782629125698,0.0303092312144625,0.118042656370264,-0.0114986547430925,0.16067031450074
134,0.1153,0.0981393545823049,0.0258381780817559,0.0474974561159312,0.148781253048679,0.102066323236653,0.0295994723666887,0.0440524234365543,0.160080223036751,0.090743726135613,0.68330295446201,0.0308495814037959,0.15063787086743,0.118079854975771,0.0235147001543305,0.071991889566025,0.164167820385517,0.111305617906237,0.0272863363332684,0.0578253814229844,0.16478585438949,0.109831406788636,0.613576165836644,0.0560490845542065,0.163613729023065,0.115453510522025,0.0684242037230271,0.162482817321024,0.0720431962352972,0.161133680587031,-0.166766379295505,0.373713055510798
135,0.1153,0.114423526140605,0.0245436752537689,0.0663188065949711,0.162528245686239,0.111965035253877,0.0261436398029088,0.0607244428153877,0.163205627692366,0.112015428381596,0.584593362712345,0.0607735608513721,0.16325729591182,0.124027963906654,0.0224086750995333,0.0801077677703089,0.167948160042998,0.120718722479616,0.0252716835331097,0.0711871329260274,0.170250312033205,0.120725881914378,0.565077427584872,0.0711946615216625,0.170257102307093,0.124287032391173,0.0809904999213303,0.167583564861016,0.0735541716604536,0.171316201781124,-0.134987556940762,0.355063204237935
136,0.1153,0.114668636246733,0.0236788300558432,0.0682589821412357,0.16107829035223,0.108307099726698,0.0246756358540084,0.0599437421572159,0.156670457296179,0.108029086612547,0.552893207594417,0.0595658601905695,0.156492313034525,0.119340808632934,0.0212393948227744,0.0777123597268699,0.160969257538999,0.116198756241525,0.0232990010021829,0.0705335534014839,0.161863959081566,0.116111725574735,0.521156228122719,0.0704303680579277,0.161793083091543,0.119717108230372,0.0787098189051218,0.160724397555623,0.0765039558061539,0.160641337209958,-0.138319200793502,0.405192448022055
137,0.1153,0.130179653424363,0.027461393916699,0.0763563103823656,0.18400299646636,0.124060925433464,0.0311155956959109,0.0630754785119694,0.185046372354959,0.121827091781874,0.698244046637329,0.0606233025777827,0.183030880985966,0.137158942756931,0.0236717777897805,0.0907631108389266,0.183554774674936,0.144382076791315,0.026657694037014,0.0921339565678792,0.19663019701475,0.144477414871828,0.595657202854652,0.0922657589945091,0.196689070749147,0.133963653360457,0.0882379513624442,0.17968935535847,0.0880528687158636,0.184446522247035,-0.0899974820895553,0.381286017493893
138,0.1153,0.0905176276701567,0.0303178854865133,0.031095664029181,0.149939591311132,0.0885808956287519,0.0336026377257902,0.0227209359006562,0.154440855356847,0.0815267474564367,0.747104252400952,0.0160401723862473,0.147013322526626,0.103140469359408,0.0254448348545695,0.0532695094518826,0.153011429266934,0.115629709000363,0.0333887076366159,0.0501890445422584,0.181070373458468,0.115647946936611,0.746652505767275,0.0502009692047364,0.181094924668485,0.105531561187811,0.0558513198922318,0.15521180248339,0.0477748648808708,0.163360142504131,-0.107963118878734,0.295961844578044
139,0.1153,0.132022957759242,0.0265016983476989,0.080080583468607,0.183965332049876,0.125467452384544,0.0280865839868764,0.0704187593215065,0.180516145447581,0.114921159198614,0.647022758277513,0.0582071138750946,0.171635204522133,0.151249581615331,0.0234630084927805,0.105262930000524,0.197236233230138,0.153090086577238,0.0278027791459524,0.0985976407810499,0.207582532373426,0.152887447395215,0.622696451365841,0.0983056968868196,0.20746919790361,0.151262043050118,0.105161002083756,0.197363084016479,0.105327428161577,0.196910840898043,-0.0444311339181918,0.459150815304706
140,0.1153,0.124121247047686,0.0261343744948592,0.0728988142792799,0.175343679816092,0.135754306230301,0.0302044131057246,0.0765547443689111,0.194953868091691,0.140229941547211,0.696702025922934,0.0791613164182115,0.201298566676211,0.125383906274495,0.0223790492978219,0.0815217756425176,0.169246036906472,0.121741710622341,0.0257177862650233,0.0713357757807961,0.172147645463885,0.121858957962266,0.574633913933923,0.0714900746079322,0.172227841316601,0.124947660765455,0.081547965086482,0.168347356444428,0.0840947244026358,0.176942290967047,-0.097115111561376,0.360102582217854
141,0.1153,0.112476277355705,0.0267216134151141,0.0601028774532789,0.164849677258131,0.119473110672458,0.0279881261909744,0.0646173913433856,0.17432883000153,0.120672229040618,0.629941927448149,0.0654553845518873,0.175889073529349,0.113867014310427,0.0229978096126153,0.0687921357463918,0.158941892874462,0.11876585032303,0.0266421890754239,0.066548119265893,0.170983581380168,0.118754809194725,0.595856390932561,0.0665256937125711,0.170983924676878,0.120634166414527,0.0739850378284425,0.167283295000611,0.0887389841037692,0.182524491920329,-0.0495902996489346,0.299543526424613
142,0.1153,0.115572531954371,0.023323893432585,0.0698585408472545,0.161286523061488,0.117207474647153,0.0240712162074202,0.0700287578165323,0.164386191477773,0.117579393805663,0.538173799021656,0.0704063804314507,0.164752407179875,0.117987346293635,0.0212803874968406,0.076278553222771,0.159696139364499,0.12045061963201,0.0248262889378146,0.0717919874441081,0.169109251819912,0.120583197983178,0.554795005609585,0.0719532716152579,0.169213124351098,0.117279543238974,0.076132410950726,0.158426675527222,0.0661936703667005,0.154661274734939,-0.151926202357388,0.398637852072744
143,0.1153,0.119956322864472,0.0240952205882784,0.0727305583118988,0.167182087417046,0.125594229381163,0.0256080486782954,0.0754033762573558,0.175785082504971,0.125429786277008,0.572358552029536,0.0752603471872258,0.175599225366791,0.141482774294465,0.0221935281081688,0.0979842585125771,0.184981290076354,0.144458602900959,0.0264202856916436,0.0926757944840786,0.196241411317839,0.144345146122898,0.591278213159506,0.0925173256159189,0.196172966629877,0.139489201325119,0.0965616839245541,0.182416718725685,0.0936925693396665,0.19114917570725,-0.102775225844605,0.429998136565571
144,0.1153,0.125194050624541,0.0256261678437393,0.0749676845890332,0.175420416660048,0.115039096608222,0.0288132170288936,0.0585662289528547,0.17151196426359,0.11487694292789,0.64327124722682,0.0584917320464962,0.171262153809283,0.121412140337323,0.0214521988277816,0.0793666032456787,0.163457677428967,0.125499531134504,0.0252484362427118,0.0760135054328334,0.174985556836175,0.125444730890743,0.564384235596446,0.0759742714548054,0.174915190326682,0.1256562688035,0.0824777984227594,0.168834739184241,0.0768991714777104,0.170330582139337,-0.0807627047301863,0.35479769437588
145,0.1153,0.0939649375755876,0.0253813911897102,0.0442183249662333,0.143711550184942,0.0960447963040006,0.0264936230255607,0.0441182493539205,0.147971343254081,0.0956628687686393,0.592357675261789,0.0437404292365784,0.1475853083007,0.104363806865647,0.0233981081012875,0.0585043576807486,0.150223256050545,0.11068742275793,0.0268890829626406,0.0579857885738447,0.163389056942015,0.11105678097936,0.601104450509239,0.0583676527930403,0.163745909165679,0.103674171897321,0.0582351151934863,0.149113228601156,0.0649525431598799,0.147440634365388,-0.064211646384946,0.272481638811035
146,0.1153,0.12863718066893,0.0243397690962571,0.0809321098482454,0.176342251489615,0.123915454965116,0.0251929043348511,0.0745382698028449,0.173292640127387,0.124834439334215,0.563911726695609,0.0754053971295492,0.174263481538881,0.132410145167165,0.0224611462448156,0.0883871074758396,0.176433182858491,0.132536866720348,0.0251582731743673,0.0832275573853679,0.181846176055328,0.132602334152581,0.562397051909342,0.0833060590467221,0.18189860925844,0.1317719529906,0.0878845236835014,0.175659382297699,0.0965336253373647,0.185366593670097,-0.0824261048811234,0.349557828904401
147,0.1153,0.124726073992943,0.0258859277852347,0.0739905878274782,0.175461560158408,0.129156968143153,0.0268307662368682,0.0765696326412781,0.181744303645028,0.128856013042545,0.599300118412433,0.0763250415377456,0.181386984547345,0.128201733357947,0.023233381311067,0.0826651427491695,0.173738323966724,0.125148378376945,0.0273865606182568,0.0714717059047385,0.178825050849151,0.124725886484416,0.614978830035367,0.0708206153120675,0.178631157656765,0.129639086276048,0.0834736149206849,0.175804557631411,0.0857031444141983,0.188747863073747,-0.109854713635524,0.3601520458638
148,0.1153,0.118591425183175,0.0245779936516064,0.0704194428137723,0.166763407552578,0.115251807840374,0.0260577924166609,0.0641794731870973,0.16632414249365,0.112543398152696,0.588382814112888,0.0609693705620537,0.164117425743338,0.128925035347342,0.0219234911090462,0.0859557823582271,0.171894288336456,0.127173031388862,0.0245128415758589,0.079128744741442,0.175217318036281,0.127144641992526,0.548163069235616,0.0790960304783478,0.175193253506703,0.125607343204632,0.0824607303341319,0.168753956075133,0.0773369412715245,0.156539510839882,-0.195702141915055,0.385113495420414
149,0.1153,0.121001445884886,0.0257324789840396,0.0705667138432345,0.171436177926537,0.115243367959973,0.0258736542161843,0.0645319375478093,0.165954798372137,0.114777962998686,0.579230186748878,0.0640061985688225,0.165549727428549,0.13243155415375,0.0229506510017218,0.0874491047686276,0.177414003538873,0.121125904768863,0.0261306667881154,0.0699107389721395,0.172341070565586,0.120771450401774,0.587113131594476,0.0693087153908357,0.172234185412713,0.130829885991108,0.0860271163147973,0.175632655667418,0.087992364961347,0.183176347765927,-0.167779140950116,0.377418444376235
150,0.1153,0.145386111778029,0.0233089040548741,0.0997014993113763,0.191070724244682,0.146136064599659,0.0245270878387394,0.098063855790079,0.194208273409238,0.146545457975343,0.552107647585917,0.0981510889240787,0.194939827026608,0.150443274618747,0.0217852666356882,0.107744936619196,0.193141612618298,0.15347359397133,0.0266505411565579,0.101239493135974,0.205707694806686,0.153907395200087,0.597098177692849,0.101569432309239,0.206245358090936,0.15023312202183,0.107965140720999,0.19250110332266,0.109462422415017,0.197896504331091,-0.122655069802098,0.44457933639287
151,0.1153,0.122626083301332,0.0256107064356841,0.0724300210687634,0.172822145533901,0.120891879704583,0.0268540645445401,0.0682588803587708,0.173524879050396,0.120787239552046,0.601017893325429,0.068105698437406,0.173468780666685,0.139129901732634,0.022155020249673,0.0957068599665193,0.182552943498748,0.130239798590527,0.0253625357587015,0.0805301419468629,0.179949455234191,0.130170603993521,0.569042961812618,0.0802917892000721,0.180049418786969,0.132061223151467,0.088891025943464,0.175231420359469,0.0800558680164725,0.183991691846469,-0.150690380507056,0.395656379967581
152,0.1153,0.15788308480538,0.0274730816533522,0.104036834220481,0.211729335390278,0.158532540756244,0.0279102639613264,0.103829428593038,0.21323565291945,0.159644076028782,0.628004474974763,0.104597056737051,0.214691095320514,0.163592890319719,0.0237755220060991,0.116993723474125,0.210192057165313,0.159288398415348,0.0275759344937587,0.105240559967545,0.213336236863151,0.159184183467474,0.616808358623859,0.105118547043732,0.213249819891217,0.165026414525078,0.118429394398821,0.211623434651335,0.120233164301519,0.221053197447155,-0.151136873571316,0.435819616294401
153,0.1153,0.120919115290735,0.0255334531306223,0.0708744667537742,0.170963763827697,0.124034382722957,0.0265583396037815,0.0719809936103617,0.176087771835553,0.12532421074554,0.59947625269226,0.072777800390404,0.177870621100676,0.117465988279988,0.0228133023174437,0.072752737369374,0.162179239190601,0.117628192202185,0.0255043458666438,0.0676405928543101,0.16761579155006,0.117876687980639,0.570381046668102,0.0678805848782867,0.167872791082991,0.113855046690875,0.0690476448054439,0.158662448576306,0.0742281213283334,0.159215511900889,-0.0908920135035477,0.308870765732541
154,0.1153,0.102144140830168,0.0297342854515369,0.0438660122391224,0.160422269421214,0.110544345260506,0.0326649243386196,0.0465222699990861,0.174566420521927,0.119847957398529,0.769956280172511,0.0523583137775197,0.187337601019539,0.106546401899475,0.0232524779040497,0.0609723826562239,0.152120421142726,0.101762435574452,0.0264940282574087,0.0498350943845447,0.15368977676436,0.102035360272441,0.593044837004583,0.0500526883579378,0.154018032186944,0.107418092354295,0.0622187011199936,0.152617483588596,0.0395498757939194,0.150381535904168,-0.103527960562015,0.339663864902563
155,0.1153,0.125679301986105,0.0236084054592846,0.0794076775534885,0.171950926418722,0.127326951891499,0.028068011633404,0.0723146599723759,0.182339243810622,0.127488273537195,0.62817208147236,0.0724265628881979,0.182549984186193,0.134689357268611,0.0219747187223666,0.0916197000023743,0.177759014534847,0.133075343158472,0.0240624691080888,0.0859137703275105,0.180236915989434,0.133074190458045,0.538098141622744,0.0859078087472423,0.180240572168848,0.133053755685108,0.0906841705585267,0.17542334081169,0.10020311112725,0.187033220244279,-0.169501535259256,0.346273461432526
156,0.1153,0.127026697020274,0.0248583683959319,0.0783051902498189,0.17574820379073,0.126201221215476,0.0263224856921464,0.0746100972752981,0.177792345155654,0.126303607740564,0.588443443213884,0.074724265774905,0.177882949706223,0.13910248232799,0.0229184309026828,0.0941831831765619,0.184021781479418,0.130786008823311,0.0256659472296271,0.0804816766241362,0.181090341022486,0.130740091449905,0.575702876404909,0.0802775094037504,0.18120267349606,0.131344175459375,0.0866088189326887,0.176079531986061,0.0865114863796079,0.169491058266265,-0.11322684779814,0.366371864656723
157,0.1153,0.148208043137988,0.0236498505808101,0.101855187759847,0.19456089851613,0.147562677709241,0.0266991453627931,0.0952333143801668,0.199892041038315,0.148519470672188,0.596768393955833,0.0962104146004104,0.200828526743966,0.14281829594321,0.0211272754374395,0.10140959699437,0.184226994892049,0.145307024882554,0.024321673668367,0.0976374204488184,0.192976629316289,0.145475049025731,0.54420588062789,0.0977733003864382,0.193176797665023,0.140691223417184,0.0996883237133099,0.181694123121059,0.100382283860793,0.191158133167458,-0.123426736641187,0.390307013299083
158,0.1153,0.105963898698291,0.0238461673056879,0.059226269609826,0.152701527786756,0.100588437696583,0.0251194108248508,0.0513552971670094,0.149821578226156,0.100727853306094,0.56174874249875,0.0514884050256065,0.149967301586581,0.120292785324071,0.0218026249915393,0.0775604255722211,0.163025145075921,0.111505647555946,0.024464203261946,0.0635566902520646,0.159454604859827,0.11150095626261,0.54707500837765,0.063547717487681,0.159454195037539,0.120341306797418,0.0773439418908251,0.163338671704011,0.0858481096659898,0.16354196922605,-0.146529639704757,0.354226586033246
159,0.1153,0.106950926785649,0.0250466359733189,0.0578604223440582,0.156041431227239,0.112856605480973,0.0269852068370048,0.0599665719650798,0.165746638996867,0.113568937934451,0.604783965170751,0.0605572860677636,0.166580589801139,0.119476564677872,0.0217559688314929,0.07683564931937,0.162117480036374,0.115766293850483,0.0253834490622823,0.0660156478850023,0.165516939815963,0.115737229061023,0.567674169190711,0.0659783942308816,0.165496063891163,0.118551465723617,0.0756940306699518,0.161408900777283,0.0781158133370014,0.166103760042111,-0.0371948570248036,0.306234299487158
160,0.1153,0.161801401295321,0.0242256117019907,0.114320074855967,0.209282727734675,0.165219251565764,0.025263058325033,0.115704567109364,0.214733936022163,0.165382867441179,0.564637024293588,0.115890250098979,0.214875484783378,0.175996702007422,0.0222091708401962,0.13246752703414,0.219525876980703,0.17049759510883,0.023777908326832,0.123893751160544,0.217101439057116,0.170264675154428,0.531771777265635,0.12365282372914,0.216876526579716,0.172513224863045,0.12995571725003,0.215070732476059,0.134511609046712,0.220236894758789,-0.0972924747421532,0.513597734961731
161,0.1153,0.14647341613771,0.0246293330359134,0.0982008104240775,0.194746021851343,0.150532456698886,0.0268464930732908,0.0979142971640325,0.20315061623374,0.149578998060352,0.59806042601884,0.0971566903849118,0.202001305735792,0.157957159946863,0.0227826564104607,0.11330397391021,0.202610345983517,0.159229112556043,0.0253357541148233,0.109571946969827,0.208886278142259,0.158725526465375,0.567718806865238,0.10896277897055,0.2084882739602,0.158414158927433,0.114542491468899,0.202285826385968,0.11929488375902,0.203708505722955,-0.142528349487821,0.456016734916965
162,0.1153,0.0926146664833889,0.0263080506758847,0.0410518346552002,0.144177498311578,0.0800571526476579,0.0302653246619495,0.0207382063298251,0.139376098965491,0.0781722718818292,0.685311132576012,0.0181021025772777,0.138242441186381,0.101713996270076,0.0238268931545975,0.0550141438235807,0.148413848716571,0.104753163447734,0.0261515690825516,0.0534970299067219,0.156009296988747,0.104422189514522,0.585074774701371,0.0531381243629389,0.155706254666106,0.112447685054789,0.0668295876410105,0.158065782468567,0.0714816275759199,0.168476664726695,-0.0888349261987346,0.29818181142241
163,0.1153,0.138131320200854,0.0265545035550563,0.0860854496056033,0.190177190796106,0.1392309093544,0.029286179437709,0.0818310524117132,0.196630766297087,0.141624391880594,0.650158426751322,0.0846354930968712,0.198613290664317,0.146146659550288,0.0243276022393148,0.0984654353310147,0.193827883769561,0.151608385856202,0.0275139244342405,0.0976820848917342,0.20553468682067,0.151390464935801,0.614700437447254,0.0975095959497094,0.205271333921893,0.148585358129429,0.101524048596202,0.195646667662656,0.0969296524087535,0.208787273620147,-0.0922983195266769,0.404318978289206
164,0.1153,0.108321191233212,0.0247444287880361,0.0598230019906452,0.156819380475779,0.117611031534811,0.0254269661900431,0.0677750935662086,0.167446969503413,0.117549001031406,0.568695808686057,0.0677006155511496,0.167397386511663,0.125726219131547,0.0221900610436936,0.0822344986711626,0.169217939591932,0.120425970553161,0.0259998089957544,0.0694672813165618,0.17138465978976,0.120094159218536,0.5819529715448,0.0690837321785148,0.171104586258557,0.123919704351736,0.0802366282297566,0.167602780473715,0.0838983806464002,0.167093207856107,-0.104629234722224,0.4099413397672
165,0.1153,0.109672028713931,0.0255075786557195,0.0596780932158983,0.159665964211964,0.116346502435222,0.0297342070695777,0.0580685274699935,0.17462447740045,0.121050154164044,0.634670701771497,0.0654188143304927,0.176681493997596,0.119545132606169,0.0228525326694067,0.0747549916186066,0.164335273593731,0.12183728083656,0.0257937968574349,0.0712823679714447,0.172392193701674,0.122256577360741,0.57612640178874,0.0717568716778874,0.172756283043595,0.121785170464384,0.0773946811682753,0.166175659760492,0.0843872455807637,0.168136597884723,-0.0737496368759298,0.368273795689848
166,0.1153,0.0967331876129246,0.0249992194376611,0.0477356178734951,0.145730757352354,0.0975011435492231,0.0271142154714808,0.044358257756062,0.150644029342384,0.0967834581409108,0.608701772650211,0.0434283953074275,0.150138520974394,0.109963835872579,0.0214822764347009,0.0678593477546313,0.152068323990526,0.108272320702655,0.0260081754448638,0.0572972335271233,0.159247407878187,0.10813060665194,0.582387850436065,0.0570820607964156,0.159179152507465,0.11029971828176,0.0676463892847154,0.152953047278805,0.0706041012978273,0.157145991633088,-0.110118344683366,0.405712987785306
167,0.1153,0.0835444577033594,0.0292902700120442,0.0261365833822993,0.14095233202442,0.0826694468965819,0.0314288434806928,0.0210700455986776,0.144268848194486,0.0812216128343526,0.707110237410659,0.0192406677436516,0.143202557925054,0.105524277666079,0.025924124493926,0.0547139273272514,0.156334628004906,0.0972783734239844,0.0292519188597716,0.0399456659801441,0.154611080867825,0.0970615854490311,0.655754741377978,0.0395821480601042,0.154541022837958,0.09933743523385,0.0496631648148323,0.149011705652868,0.0549692371138159,0.166570255369991,-0.114313817727297,0.312135108787036
168,0.1153,0.165764008743762,0.0225984481993821,0.121471864166479,0.210056153321045,0.164295123061746,0.0251001742243132,0.115099685576412,0.213490560547081,0.165101916113055,0.56395963892004,0.11566867421675,0.214535158009359,0.161289789614726,0.0203781217780607,0.121349404857156,0.201230174372296,0.168111189591047,0.0235649345892166,0.12192476649814,0.214297612683953,0.16866286443513,0.526810223450513,0.122485912376744,0.214839816493517,0.16114470533196,0.121463167794019,0.2008262428699,0.11790923774818,0.216572883405165,-0.218354100801133,0.50281400649391
169,0.1153,0.144623859051649,0.0239922799668349,0.0975998544096503,0.191647863693647,0.134568931643487,0.0305010911442804,0.0747878915115244,0.194349971775451,0.157416332162604,0.851655228833269,0.0827654599480825,0.232067204377126,0.139310313456607,0.0221709206919796,0.0958561073962333,0.182764519516981,0.14440584169254,0.0253801974912205,0.0946615686892338,0.194150114695846,0.144570505944672,0.568442129164757,0.0947443564548577,0.194396655434487,0.135930212964616,0.0919169081822397,0.179943517746991,0.101194202589982,0.179276881531327,-0.10214363778278,0.390432967117518
170,0.1153,0.0882846011802821,0.0205591318314588,0.0479894432372118,0.128579759123352,0.0971404123764428,0.0245672047508313,0.0489895758639921,0.145291248888893,0.0971480727522986,0.549347945229205,0.0489956022780711,0.145300543226526,0.0868999467187751,0.0225951106254345,0.0426143436662251,0.131185549771325,0.0846086135050837,0.0268938411540909,0.0318976534371244,0.137319573573043,0.08350235676078,0.606750668869893,0.0303183157141074,0.136686397807453,0.0875126385427291,0.0431547160327795,0.131870561052679,0.0418375879525495,0.137954669551187,-0.0456378968307128,0.224105421203393
171,0.1153,0.137606778421116,0.0243664039100285,0.0898495043247046,0.185364052517528,0.135086613749823,0.0258078348257747,0.0845041869723456,0.1856690405273,0.135069196421043,0.577026351325968,0.0844906066832005,0.185647786158886,0.138590187095809,0.0204585348897024,0.0984921955355365,0.178688178656082,0.133764492948279,0.0239474915696289,0.0868282719517299,0.180700713944829,0.134120259783795,0.536753753026934,0.0870717189290976,0.181168800638492,0.138860745178382,0.0995692461557482,0.178152244201016,0.0955030556825078,0.179679329084808,-0.108450448943672,0.435036330555925
172,0.1153,0.156990231261266,0.0246616488852312,0.108654287646841,0.205326174875692,0.156844357922463,0.0265379646199277,0.104830903044406,0.208857812800519,0.15710807901706,0.593717236548934,0.10506646868386,0.20914968935026,0.1664531685138,0.0226298160570739,0.122099544065169,0.210806792962431,0.164383873087978,0.0255691088317215,0.114269340661019,0.214498405514937,0.164528329071387,0.571601905156508,0.114425213004252,0.214631445138522,0.166279292551138,0.121876422965117,0.210682162137158,0.126894008740702,0.21479171290258,-0.152432279505445,0.475269175560697
173,0.1153,0.149747839739493,0.0256040365608071,0.0995648502214645,0.199930829257522,0.147907355763638,0.027522456717299,0.0939643318316693,0.201850379695606,0.15615304186583,0.615099576130575,0.102237186831586,0.210068896900073,0.158438409887594,0.0219270806162569,0.115462121593624,0.201414698181564,0.156229876750982,0.0260459202383485,0.105180811139616,0.207278942362348,0.156209045489586,0.582351494154406,0.105163686402656,0.207254404576517,0.160309997521749,0.116350956357639,0.204269038685859,0.114397218440216,0.211261548679575,-0.149127390269156,0.446791059062751
174,0.1153,0.0902001553270951,0.0229813402709795,0.0451575560795153,0.135242754574675,0.0924725897695153,0.023883396085065,0.045661993614283,0.139283185924747,0.0921007359305889,0.534100963716128,0.0452847223112663,0.138916749549911,0.100954648084339,0.0210245374615521,0.0597473118680839,0.142161984300595,0.0966837644107182,0.0235805781013363,0.0504666805974652,0.142900848223971,0.0966034111727645,0.527374154379584,0.0503770283890111,0.142829793956518,0.0980970142132144,0.0572432281783299,0.138950800248099,0.0508000093445934,0.136138450084008,-0.109259968658382,0.319717786023928
175,0.1153,0.0845000139032879,0.0256917195473035,0.0341451688896693,0.134854858916906,0.0914024071908889,0.0327097818953943,0.0272924127337558,0.155512401648022,0.0947010681938096,0.734311239778238,0.0303358501213872,0.159066286266232,0.0987403189043253,0.0231757058404203,0.0533167701408069,0.144163867667844,0.0961799727230959,0.0259670034086394,0.0452855812557338,0.147074364190458,0.0958623859161556,0.58212691995699,0.0448367116255444,0.146888060206767,0.09366955640145,0.0488609981836178,0.138478114619282,0.0603841107196208,0.140411434186598,-0.140230349357157,0.304127992402473
176,0.1153,0.0965499537044047,0.0265664945689072,0.0444805811538677,0.148619326254942,0.101531521953334,0.0280526549928353,0.0465493284966495,0.156513715410019,0.101542353606207,0.627257584638383,0.0465608021389797,0.156523905073434,0.110687066753233,0.0224621596888356,0.0666620427481282,0.154712090758339,0.115495497733929,0.0258054903139447,0.0649176661151999,0.166073329352657,0.115627632519043,0.576990000447663,0.065052229076169,0.166203035961916,0.111152666283237,0.0670560052119753,0.155249327354499,0.0761448890444802,0.164268658501838,-0.086257860157104,0.355330471064836
177,0.1153,0.132688981666957,0.0244081170477174,0.0848499513229926,0.180528012010921,0.130682619944526,0.0266826076323421,0.0783856699715223,0.182979569917531,0.131993589139481,0.586836620255626,0.0805550914160306,0.183432086862931,0.145821737459557,0.0215493763286178,0.103585735966167,0.188057738952948,0.14573856161927,0.024656396194947,0.0974129130886232,0.194064210149916,0.145694022471615,0.551574461324671,0.0973463892567633,0.194041655686467,0.149717666457332,0.106806293098296,0.192629039816368,0.106296624143962,0.196581669966204,-0.120706910901605,0.45360663749411
