"i","psi_true","tmle_sl","tmle_se_sl","tmle_lower_sl","tmle_upper_sl","cvtmle_sl","cvtmle_se_sl","cvtmle_lower_sl","cvtmle_upper_sl","cvaiptw_sl","cvaiptw_se_sl","cvaiptw_lower_sl","cvaiptw_upper_sl","tmle_hal","tmle_se_hal","tmle_lower_hal","tmle_upper_hal","cvtmle_hal","cvtmle_se_hal","cvtmle_lower_hal","cvtmle_upper_hal","cvaiptw_hal","cvaiptw_se_hal","cvaiptw_lower_hal","cvaiptw_upper_hal","tmle_hal2","tmle_lower_hal2","tmle_upper_hal2","tmle_lower_boot","tmle_upper_boot","tmle_lower_pl","tmle_upper_pl"
24,0.1153,0.0607252163284214,0.0220258946954687,0.0175552559980309,0.103895176658812,0.0478104804934936,0.0239183867332274,0.00093130392806736,0.0946896570589199,0.0509919150320954,0.538959098431719,0.00375006712963074,0.0982337629345601,0.0631354819498423,0.0212154228176148,0.0215540173105279,0.104716946589157,0.0535057369025124,0.0240369015687225,0.00639427552788199,0.100617198277143,0.0550701612319217,0.541067768319842,0.00764348026434854,0.102496842199495,0.0613306311047502,0.0210442290133314,0.101617033196169,0.0303879669750022,0.103336394277994,-0.0696075258976204,0.183970707328095
25,0.1153,0.144776480585446,0.0239418679274107,0.0978512817251061,0.191701679445785,0.142203349482606,0.0246287755992053,0.0939318363248442,0.190474862640367,0.142861089394888,0.5516457869739,0.0945072042112278,0.191214974578548,0.158972862687693,0.0232366625910344,0.113429840888356,0.204515884487029,0.173283578417396,0.0266141612157451,0.121120780955793,0.225446375879,0.174188276082348,0.597016461398336,0.121857475940524,0.226519076224172,0.157477199712326,0.112105180635956,0.202849218788695,0.113333899004463,0.211644989753376,-0.0978684603315056,0.426218941666676
26,0.1153,0.101308301020093,0.0243795537529583,0.0535252537051365,0.14909134833505,0.0958148755989273,0.0269990879640289,0.0428976355740017,0.148732115623853,0.0908724279024338,0.619273577752209,0.0365907054947149,0.145154150310153,0.117690992633392,0.0224026737860487,0.0737825588553374,0.161599426411447,0.120280546120961,0.0248772254439109,0.0715220802156122,0.16903901202631,0.120161686002918,0.5579772617352,0.0712528225870655,0.169070549418771,0.117987022968899,0.0741656880507293,0.161808357887069,0.0730310714602601,0.164825095724124,-0.13097456631817,0.391988537383992
27,0.1153,0.109342210339121,0.0296810970964039,0.0511683290085326,0.167516091669708,0.110285486707741,0.0344926046528734,0.042681223855131,0.177889749560352,0.113369614281862,0.762624433567362,0.0465226353513132,0.180216593212411,0.120124741486677,0.0241973394489095,0.0726988276451238,0.16755065532823,0.123090425762889,0.0294528592550371,0.065363882381289,0.180816969144489,0.122047412079175,0.663920532181422,0.063852211567848,0.180242612590503,0.126920709665396,0.0802414235464179,0.173599995784375,0.0941523664440917,0.185753092074596,-0.132468659137572,0.38015759030764
28,0.1153,0.106503548449644,0.0220179241766911,0.063349210048996,0.149657886850293,0.10292446273213,0.0232719753781797,0.0573122291417951,0.148536696322465,0.103204427723071,0.520843177694211,0.0575505102861741,0.148858345159969,0.108145026261801,0.0205006419249756,0.0679645064288971,0.148325546094705,0.113742878086824,0.0231109642912256,0.0684462204280311,0.159039535745618,0.1137937567263,0.516700340524639,0.068502974978213,0.159084538474387,0.108166226675448,0.068352709905325,0.147979743445572,0.0586524824140574,0.14204201708724,-0.0670900115078253,0.310416523363756
29,0.1153,0.143282129880463,0.02276718926191,0.0986592588979121,0.187905000863014,0.142140851333843,0.0236410229572127,0.095805297780022,0.188476404887665,0.141918901829526,0.529254723640976,0.0955276798821415,0.18831012377691,0.15949519197942,0.0209229746146933,0.118486915285175,0.200503468673664,0.151748832168422,0.024500413608588,0.103728903889255,0.19976876044759,0.151204963863628,0.550402026846515,0.102960099061915,0.199449828665341,0.15749414019826,0.116313500916839,0.198674779479681,0.123560676089608,0.192879461299084,-0.211242066815972,0.418124866778134
30,0.1153,0.105363297086773,0.0279230693576528,0.0506350868079595,0.160091507365587,0.0982782012074453,0.031914442551262,0.0357270432202992,0.160829359194591,0.0982618791672705,0.713702961681382,0.0357030563152206,0.16082070201932,0.114754642086793,0.0245433186334874,0.0666506215040669,0.162858662669519,0.107127256490816,0.0289303255514493,0.0504248603489564,0.163829652632675,0.10714967315464,0.653591170182846,0.0498598811425592,0.164439465166721,0.118557706569665,0.0705727131025928,0.166542700036737,0.0643312755945253,0.174572230770906,-0.0987927638530614,0.354500230918033
31,0.1153,0.129713457746434,0.0253069499752248,0.0801127472364365,0.179314168256431,0.136091732243968,0.0298090637433524,0.0776670408941386,0.194516423593798,0.14900214242437,0.824253786024111,0.0767531125709197,0.22125117227782,0.136524972645749,0.0229016261107959,0.0916386102811866,0.181411335010311,0.136748707798862,0.0269200862708062,0.0839863082473705,0.189511107350353,0.137014530576585,0.601990319966602,0.084247752508692,0.189781308644478,0.135999137814863,0.0913483380473799,0.180649937582345,0.0914271222133884,0.176275882436297,-0.134216146130338,0.386795178026822
32,0.1153,0.105977084931492,0.0240435055249236,0.0588526800405524,0.153101489822432,0.107824795289417,0.0258854086979072,0.0570903265164193,0.158559264062415,0.106951316351203,0.577263566229903,0.0563519338102621,0.157550698892145,0.100740261720186,0.022210917503416,0.0572076633499008,0.144272860090472,0.0984700089954039,0.0242633203474214,0.0509147749691,0.146025243021708,0.0984376000903541,0.54240290975189,0.0508938888163168,0.145981311364391,0.102358480317674,0.0595904615035274,0.145126499131821,0.0579867515052134,0.141179200324842,-0.0926862713663056,0.32006829111312
33,0.1153,0.135460280874513,0.0238580200553414,0.0886994208236093,0.182221140925416,0.134775568409374,0.0247673332888462,0.0862324871701355,0.183318649648613,0.134944373681733,0.553515607764123,0.0864265914794793,0.183462155883986,0.143042669108473,0.0215342327298162,0.10083634852333,0.185248989693616,0.139192446870316,0.0244353552116307,0.0913000307060766,0.187084863034555,0.139168555994917,0.546419100526828,0.0912728100780121,0.187064301911823,0.141533367201734,0.0986713480212727,0.184395386382194,0.107376260457914,0.192221759019196,-0.123579639130307,0.408944646818862
34,0.1153,0.116620003199356,0.0251346585319449,0.0673569777130322,0.165883028685681,0.111594533852229,0.0280741337052514,0.0565702428927742,0.166618824811684,0.110229041067681,0.626202070865343,0.0553400094619235,0.165118072673438,0.11277466628651,0.0230737218044961,0.0675510025604012,0.157998330012619,0.116470467318067,0.0276345759890148,0.062307693651563,0.170633240984572,0.11622130377901,0.617226208961867,0.0621190411582673,0.170323566399752,0.114861210115297,0.070188394426713,0.159534025803881,0.0716426423296306,0.168369205364663,-0.0527327205680105,0.270246929179333
35,0.1153,0.158757058965227,0.0227453569045893,0.114176978616722,0.203337139313731,0.165398259878508,0.0295550025675516,0.107471519283118,0.223325000473898,0.176168006672821,0.810136229009544,0.105156435252074,0.247179578093567,0.169927268116206,0.0210462344620476,0.128677406560407,0.211177129672005,0.174686120896458,0.0236700828152606,0.128293611067466,0.221078630725449,0.17508660306687,0.529974869245348,0.128632257574103,0.221540948559638,0.16448372080557,0.123699753585557,0.205267688025584,0.12372196074959,0.214608944131891,-0.110043576876896,0.459559958508755
36,0.1153,0.171462960676319,0.026661470915206,0.119207437907653,0.223718483444985,0.173660578300564,0.0320788657719379,0.110787156722671,0.236533999878457,0.177348489194168,0.728482821600546,0.113494154500213,0.241202823888124,0.190081362345018,0.0230004299222108,0.145001348068548,0.235161376621489,0.186038908262056,0.0267144431303963,0.133679561859436,0.238398254664677,0.186216916383341,0.596907519177741,0.133895665448184,0.238538167318499,0.190537966538393,0.145838263238624,0.235237669838162,0.147817079839739,0.242851908657445,-0.119511584761996,0.500123493906218
37,0.1153,0.131109533150477,0.0253464275730649,0.0814314479705173,0.180787618330438,0.121400923201783,0.0257245237213826,0.0709817831884272,0.171820063215139,0.121011639928701,0.576478026933682,0.0704811129429611,0.171542166914441,0.139803499470777,0.0219752044015438,0.0967328902908451,0.182874108650709,0.142937693778235,0.0251391700183823,0.0936658259409766,0.192209561615493,0.142925931522762,0.561828615814354,0.0936794820374735,0.192172381008049,0.139348173989697,0.096511396244977,0.182184951734416,0.0913277374976679,0.184519510140138,-0.143861444649316,0.422808093283881
38,0.1153,0.0952979726813185,0.024488281082869,0.0473018237156018,0.143294121647035,0.0924587955982605,0.0277606562680691,0.0380489091256489,0.146868682070872,0.0896683166432154,0.615721933916582,0.0356979095437911,0.14363872374264,0.096547005425865,0.0223177613433863,0.0528049969772676,0.140289013874462,0.104176355111118,0.0261236015175177,0.052975036990307,0.155377673231928,0.104265234282355,0.584330698138052,0.0530463903171927,0.155484078247518,0.0961138894480805,0.0527240390809075,0.139503739815254,0.0543926140768057,0.143589339167626,-0.122652574485091,0.261244507117608
39,0.1153,0.114680513916272,0.0267196755613319,0.0623109121374665,0.167050115695078,0.11357262274659,0.0276336364257798,0.0594116905901874,0.167733554902993,0.113718835674271,0.622880210384126,0.0591209779777462,0.168316693370795,0.127988631546095,0.0234020474057502,0.0821214614663253,0.173855801625864,0.126537379344185,0.0263381819426091,0.0749154913184084,0.178159267369962,0.126302648618555,0.589835071623777,0.0746013250445171,0.178003972192592,0.125328688275868,0.0797923437879334,0.170865032763802,0.0882009962740121,0.189505935946294,-0.108151629565583,0.361493484595394
40,0.1153,0.11880281499045,0.0238237524873826,0.0721091181385835,0.165496511842316,0.114720120493194,0.0253578054723951,0.0650197350403271,0.164420505946061,0.115060255566831,0.567096880720219,0.065352022302186,0.164768488831476,0.123297463006085,0.02233693498185,0.0795178749166464,0.167077051095524,0.123632219023991,0.0245387958634166,0.0755370629077143,0.171727375140268,0.123550788083151,0.549144990359798,0.0754161073875903,0.171685468778711,0.123615593132929,0.0806542519523789,0.166576934313479,0.0717493311859556,0.172094910213721,-0.138052756227308,0.310268705684732
41,0.1153,0.0933946286984689,0.0234513329852448,0.0474308606579329,0.139358396739005,0.0907312383833723,0.0259253230643701,0.0399185388896414,0.141543937877103,0.0923525417953707,0.584228995114002,0.0411426124933196,0.143562471097422,0.0971042047262053,0.0210787277257521,0.0557906575438053,0.138417751908605,0.0975424505827397,0.0244164357569139,0.0496871158683525,0.145397785297127,0.0971335037901077,0.546307299028184,0.0492475577066397,0.145019449873576,0.0963707374146652,0.0554922720988426,0.137249202730488,0.0578812659776955,0.141750462052978,-0.102428302889417,0.260060861696012
42,0.1153,0.0802845822618553,0.0240240149038396,0.0331983782862763,0.127370786237434,0.0763141273359671,0.0253634060709232,0.026602764911693,0.126025489760241,0.0746363947058652,0.567859175388213,0.0248613433675164,0.124411446044214,0.0856801910583456,0.0213976947006086,0.0437414800929692,0.127618902023722,0.0822335569948546,0.0243810203740107,0.0344476351554564,0.130019478834253,0.0821870398707186,0.54540217485422,0.0343804314191484,0.129993648322289,0.0843537964768643,0.0427716187873888,0.12593597416634,0.0362659742473079,0.14023627416244,-0.0943149838228921,0.247438718151508
43,0.1153,0.11337946557941,0.0239447982404984,0.0664485234109553,0.160310407747865,0.120141944092872,0.0252671615613921,0.0706192174409891,0.169664670744756,0.12016881071206,0.565117906000077,0.070634042229814,0.169703579194305,0.109645578774613,0.0218240500741493,0.066871226632482,0.152419930916745,0.106220177136199,0.0246099484943432,0.0579855644259006,0.154454789846497,0.106372913969849,0.550299737186669,0.0581370152521426,0.154608812687556,0.107213781222194,0.064575835810171,0.149851726634217,0.064043968095324,0.146252637290497,-0.110943953833149,0.344579759928203
44,0.1153,0.141763250220204,0.0267127454688233,0.0894072311731246,0.194119269267283,0.133041064213253,0.029763537496251,0.0747056026680934,0.191376525758412,0.13359100683182,0.66760779668005,0.0750726033369506,0.19210941032669,0.151044218325549,0.0233912231553447,0.105198263386734,0.196890173264364,0.160940412390925,0.0265599463567965,0.108883874100288,0.212996950681562,0.160731984337743,0.594266046591497,0.108642268683316,0.21282169999217,0.152091848987206,0.106348363377058,0.197835334597355,0.109324367092938,0.209467482768565,-0.136294665794159,0.471596565370021
45,0.1153,0.117800532996061,0.0265192117272465,0.0658238331122654,0.169777232879856,0.117712958094057,0.0271269047589407,0.0645452017544848,0.170880714433629,0.117253272862537,0.606220652930225,0.064115689761338,0.170390855963735,0.1311496876222,0.0225414466484493,0.0869692640318079,0.175330111212591,0.127504429464082,0.025795247265081,0.0769466738522176,0.178062185075946,0.127486769220407,0.576817683820377,0.0769264699958701,0.178047068444943,0.13231190183758,0.0872970545354719,0.177326749139688,0.0873844647077834,0.18477272710316,-0.142507230440334,0.371065893415714
46,0.1153,0.0802535043051751,0.026595488028083,0.0281273056188662,0.132379702991484,0.0805247950284463,0.0302741627096048,0.0211885264555155,0.139861063601377,0.0792610392616409,0.681118898318475,0.0195583354915656,0.138963743031716,0.0901625002260131,0.0244761601861736,0.0421901077812797,0.138134892670746,0.0888557754117186,0.0273804024979948,0.0351911726334383,0.142520378189999,0.0888287619430242,0.612275977733058,0.0351604062207346,0.142497117665314,0.0886273683371631,0.0401927584953566,0.13706197817897,0.044344591145856,0.1466779830128,-0.0818168115491624,0.253076964833376
47,0.1153,0.0971434641518157,0.0245414416629502,0.0490431223637426,0.145243805939889,0.111940537886658,0.0260648458044838,0.0608543788472793,0.163026696926036,0.119344985256826,0.625676534415596,0.0645020189519392,0.174187951561712,0.111936548278602,0.0222455223431654,0.0683361256687166,0.155536970888487,0.113922300073992,0.0255498607117368,0.0638454932689731,0.163999106879011,0.113999917559171,0.571364236576799,0.0639176340615699,0.164082201056773,0.108839303897134,0.0654170350025276,0.15226157279174,0.0562133188830337,0.1561532360065,-0.080288523739743,0.300436232291594
48,0.1153,0.129087608146617,0.0257658288858894,0.0785875114984516,0.179587704794782,0.134790193988517,0.0262609021961286,0.0833197714825763,0.186260616494458,0.136140753137057,0.590457583734351,0.0843848639706936,0.18789664230342,0.132912560476588,0.0230455367777369,0.0877441383878307,0.178080982565346,0.127885999427759,0.027261537295519,0.0744543681653463,0.181317630690172,0.127619015791279,0.609745038587539,0.0741725066664602,0.181065524916098,0.133219414796163,0.0884444329194762,0.177994396672849,0.0973807424467471,0.18706205031195,-0.107529689863491,0.382369758059634
