"i","psi_true","tmle_sl","tmle_se_sl","tmle_lower_sl","tmle_upper_sl","cvtmle_sl","cvtmle_se_sl","cvtmle_lower_sl","cvtmle_upper_sl","cvaiptw_sl","cvaiptw_se_sl","cvaiptw_lower_sl","cvaiptw_upper_sl","tmle_underhal","tmle_lower_underhal","tmle_upper_underhal"
11,0.1153,0.117049112468906,0.0394524355524842,0.0397237596836489,0.194374465254162,0.1049333647925,0.0430890316357715,0.0204804146576811,0.189386314927319,0.113037761634383,0.799934261376741,0.0429204321043795,0.183155091164387,0.116602745762062,0.037093725164239,0.196111766359885
12,0.1153,0.183930492289083,0.0334864315007418,0.118298292576862,0.249562692001305,0.176303832345019,0.0344387017357793,0.108805217268574,0.243802447421463,0.18046858547041,0.679700204793612,0.12089023567064,0.240046935270181,0.155442129633012,0.0857157893934056,0.225168469872618
13,0.1153,0.207504253156171,0.0254827087246081,0.157559061827414,0.257449444484927,0.16582296009683,0.0291682451103998,0.10865425018821,0.22299167000545,0.161168650603868,0.614230492869696,0.107328974076202,0.215008327131533,0.12056381065923,0.0521372089334392,0.188990412385021
14,0.1153,0.0800180134342931,0.0389662002425886,0.00364566434444344,0.156390362524143,0.0826327511218384,0.0417678892549674,0.000769192471844801,0.164496309771832,0.0884124642090763,0.862374637657446,0.0128219943836234,0.164002934034529,0.0965232579404644,0.0202585447240026,0.172787971156926
15,0.1153,0.11560180886535,0.0387382207536727,0.0396762913629893,0.19152732636771,0.0964066187369326,0.0410993933352999,0.0158532880132993,0.176959949460566,0.109481282935834,0.76952242925739,0.0420296680242465,0.176932897847422,0.095075187304281,0.0250067854847378,0.165143589123824
16,0.1153,0.0982943199531943,0.0389700913449886,0.0219143444427805,0.174674295463608,0.0886062011409484,0.0397694566368935,0.0106594984479096,0.166552903833987,0.0946644874352747,0.770849003462056,0.0270965931678128,0.162232381702737,0.104095821568611,0.0287437419532571,0.179447901183965
17,0.1153,0.123447589790051,0.0395357270199818,0.0459589887282795,0.200936190851822,0.122852714231347,0.0407690263512475,0.0429468908981379,0.202758537564557,0.123458584770531,0.796256847162379,0.0536635948085847,0.193253574732476,0.141343972092486,0.066455488401033,0.216232455783939
18,0.1153,0.0810156518716666,0.0401120144747784,0.00239754815375169,0.159633755589582,0.0563576453972788,0.045902819865351,-0.0336102283276388,0.146325519122196,0.0669469777129723,0.934508877846089,-0.0149663370435111,0.148860292469456,0.0873391262863235,0.0125760207566037,0.162102231816043
19,0.1153,0.118084503641325,0.0365807668054765,0.0463875181757324,0.189781489106917,0.0947350174070752,0.0414509538154547,0.0134926408039508,0.1759773940102,0.108206756518435,0.784738471117827,0.0394213967320698,0.176992116304801,0.127368039026789,0.0568550234552251,0.197881054598354
20,0.1153,0.126009276228241,0.0365410944061832,0.0543900472364441,0.197628505220038,0.115178917728079,0.0370285679188205,0.0426042582080958,0.187753577248063,0.120523437871468,0.727310623888804,0.0567718508371607,0.184275024905776,0.131860416441331,0.0600862699123473,0.203634562970314
21,0.1153,0.248127314527647,0.0268232981094886,0.195554616286468,0.300700012768826,0.192757110690673,0.0311580924838842,0.131688371595292,0.253825849786054,0.191593247758029,0.645494646087925,0.13501314737365,0.248173348142408,0.148695968637409,0.073046197703997,0.22434573957082
22,0.1153,0.146654419709687,0.0398199038492493,0.0686088422973107,0.224699997122063,0.139623999772411,0.0415277128557495,0.0582311782148209,0.221016821330001,0.1300414590301,0.789106199467007,0.06087325097389,0.199209667086309,0.149529061740014,0.0650703564128848,0.233987767067143
23,0.1153,0.14176648999286,0.0363165846695209,0.0705872919990999,0.212945687986621,0.135706205550224,0.0386027290427226,0.0600462469215294,0.211366164178918,0.147655629953956,0.720573711644484,0.0844945593141289,0.210816700593783,0.161153536347225,0.094779133936589,0.227527938757862
24,0.1153,0.218258561294379,0.0255295787826662,0.168221506339875,0.268295616248883,0.170117563215286,0.0298631801466433,0.111586805664033,0.228648320766538,0.172761581641454,0.619480157354448,0.118461751733227,0.227061411549681,0.132609310470697,0.0647852396960749,0.20043338124532
25,0.1153,0.117882037572963,0.037787375585402,0.0438201423552873,0.191943932790639,0.0771820031879627,0.0492336272074595,-0.0193141329669292,0.173678139342855,0.124315493886251,0.778268406371036,0.0560972602799173,0.192533727492585,0.128761277762659,0.0579770901044431,0.199545465420875
26,0.1153,0.16773571938492,0.0384328474263735,0.0924087226059051,0.243062716163935,0.146342463526577,0.0422541370144507,0.0635258767804334,0.229159050272722,0.162680913253593,0.843437355946524,0.0887503693573553,0.23661145714983,0.162603890768055,0.0836752491962491,0.241532532339862
27,0.1153,0.110790838304265,0.0409927165931286,0.030446590153275,0.191135086455254,0.0848529509333944,0.047015787109865,-0.00729629850674353,0.177002200373532,0.0954589700620471,0.912332932711374,0.0154894626003956,0.175428477523699,0.114067741955361,0.0278243682856793,0.200311115625042
28,0.1153,0.1013956392065,0.0373040673402685,0.0282810107427165,0.174510267670283,0.099850123339972,0.0392793934561936,0.0228639268312543,0.17683631984869,0.106795058869982,0.78232379982274,0.0382213543546544,0.17536876338531,0.10866982634996,0.0360471743284627,0.181292478371457
29,0.1153,0.0837931660331572,0.0434924163987427,-0.00145040370899772,0.169036735775312,0.0576661525188966,0.0561546693619554,-0.0523949769942908,0.167727282032084,0.0684872896869819,0.985289280407185,-0.0178771236059169,0.154851702979881,0.0939196293382336,0.00945770075932392,0.178381557917143
30,0.1153,0.128873819741254,0.0370383454245974,0.0562799966620894,0.201467642820419,0.122142122973293,0.0380660562379243,0.047534023713485,0.196750222233101,0.125440217460103,0.712953668937154,0.0629470730128899,0.187933361907316,0.134854064826213,0.0640358821538967,0.205672247498529
31,0.1153,0.114605604890181,0.0376811821152535,0.0407518450493893,0.188459364730972,0.098347535923071,0.0397244449027137,0.0204890546079064,0.176206017238236,0.100565819158817,0.744024335361756,0.0353492107201239,0.16578242759751,0.11969034350584,0.0477483100810728,0.191632376930607
32,0.1153,0.14306635616094,0.0353878743506666,0.0737073969442044,0.212425315377675,0.13589994399363,0.0369344548342214,0.063509742729935,0.208290145257325,0.141355498854501,0.731838193595511,0.0772070528376206,0.205503944871381,0.145954103347361,0.0735051322511862,0.218403074443536
33,0.1153,0.101051558203486,0.0415904970144857,0.0195356819559734,0.182567434450999,0.0715627418601502,0.0432976347876708,-0.0132990629394531,0.156424546659753,0.0811987884699643,0.845647941044515,0.00707447824660014,0.155323098693328,0.0957871994117707,0.00659407406278664,0.184980324760755
34,0.1153,0.0987813118541454,0.0410420327840939,0.0183404057450092,0.179222217963282,0.0852768335709589,0.0432647607263777,0.000479460747515592,0.170074206394402,0.0926536550905728,0.868179798220293,0.0165543405064778,0.168752969674668,0.0997052436017611,0.0195737096341487,0.179836777569374
35,0.1153,0.115361613503772,0.0392765663672011,0.0383809579876606,0.192342269019883,0.108340011383595,0.0407561463630688,0.0284594323633368,0.188220590403853,0.113077523823718,0.793271792649086,0.0435441854262558,0.182610862221179,0.122349723896166,0.0469564244946506,0.197743023297682
36,0.1153,0.13075757176255,0.0373204062334099,0.0576109196566626,0.203904223868438,0.116567710781379,0.040327855452233,0.037526566521265,0.195608855041493,0.123455555499042,0.781291862998703,0.0549723042344856,0.191938806763598,0.132608240015112,0.0636438429171711,0.201572637113053
37,0.1153,0.101751703006736,0.0411617328859652,0.0210761890089863,0.182427217004486,0.0989335974835555,0.0428399729900013,0.0149687933244842,0.182898401642627,0.100939477752578,0.815684600272032,0.0294415701477836,0.172437385357371,0.105769419359733,0.0187536100949481,0.192785228624518
38,0.1153,0.0831607706124278,0.0356999985098981,0.0131900592848939,0.153131481939962,0.0697998958955964,0.0385236515996627,-0.00570507379271125,0.145304865583904,0.0769627399986439,0.791514791829056,0.00758340951337044,0.146342070483917,0.0897620473917051,0.0219085257880243,0.157615568995386
39,0.1153,0.117476372345802,0.0387669124928985,0.0414946200679052,0.193458124623699,0.110301815181102,0.0404497781322821,0.0310217068591937,0.189581923503011,0.134099639832,0.818154071513496,0.0623852735290819,0.205814006134918,0.134915369930685,0.0646743315315342,0.205156408329836
40,0.1153,0.107734709586219,0.0435041852804423,0.0224680732597951,0.193001345912644,0.107067666448424,0.0442282030566481,0.0203819813564698,0.193753351540379,0.107957227040641,0.827740304473553,0.0354025903706865,0.180511863710595,0.100845430986358,0.0058376462698444,0.195853215702871
41,0.1153,0.110895575461232,0.0369407753498687,0.0384929862145046,0.18329816470796,0.0925955277996906,0.0394666104315032,0.0152423927620716,0.16994866283731,0.105014670398203,0.768023741395455,0.0376944212697201,0.172334919526686,0.126300814993158,0.0575088953643483,0.195092734621967
42,0.1153,0.0896996942848919,0.0462263825975143,-0.000902350741805349,0.180301739311589,0.0827009433457378,0.0467583406890438,-0.00894372038164173,0.174345607073117,0.0905342759556002,0.849984612142123,0.0160298397505198,0.165038712160681,0.10006948470651,0.0160406364843228,0.184098332928697
43,0.1153,0.0755194289502251,0.0490898570754621,-0.0206949229238992,0.17173378082435,0.0754307008841291,0.0516576206305408,-0.0258163750787641,0.176677776847022,0.0976249468903218,0.994190153607271,0.0104803376620706,0.184769556118573,0.0992126360937403,0.0132662308977314,0.185159041289749
44,0.1153,0.125786906728803,0.0350902062884855,0.0570113661932909,0.194562447264316,0.0884888409045128,0.0510817520676536,-0.0116295534152927,0.188607235224318,0.121803142555238,0.717510403920011,0.058910582676282,0.184695702434195,0.128887392656224,0.0593301468079502,0.198444638504497
45,0.1153,0.152728420443581,0.038835893926154,0.0766114670409013,0.228845373846261,0.124162479780651,0.0462873674849454,0.0334409065709875,0.214884052990314,0.13684028553458,0.817875372160991,0.0651503483070034,0.208530222762157,0.148504958042173,0.0541158881009069,0.242894027983439
46,0.1153,0.130340906479079,0.0346435654588655,0.0624407658836464,0.198241047074511,0.109060467229487,0.0383082592408519,0.0339776588069935,0.18414327565198,0.13371802483576,0.724481235561894,0.0702144446230943,0.197221605048426,0.13978741079126,0.0722359802035564,0.207338841378964
47,0.1153,0.169227489462996,0.0344995142090612,0.101609684129108,0.236845294796883,0.165582432410897,0.0367769051044561,0.0935010229433156,0.237663841878478,0.175968993603095,0.733712274434069,0.111656277157921,0.240281710048269,0.153446018537314,0.0846625592074537,0.222229477867175
48,0.1153,0.147974086566762,0.033348806129552,0.082611627625431,0.213336545508092,0.128763151643857,0.0355375576206909,0.0591108186087856,0.198415484678928,0.134843945790103,0.689595992576841,0.0743981919467036,0.195289699633503,0.11412481969561,0.0443926842647419,0.183856955126478
49,0.1153,0.083675320138829,0.0417025410554142,0.00193984160641424,0.165410798671244,0.0713112405465802,0.0442477479557423,-0.0154127518436805,0.158035232936841,0.0789706487250372,0.86649994252006,0.00301857998523625,0.154922717464838,0.0914957125531213,0.0101231005923235,0.172868324513919
50,0.1153,0.14306110877694,0.0332633421504637,0.0778661561565979,0.208256061397282,0.119721239528758,0.0404357695899374,0.0404685874453207,0.198973891612195,0.122601543156109,0.71542885421913,0.0598914391530375,0.185311647159181,0.132135449567375,0.0589036357563085,0.205367263378442
51,0.1153,0.127154640496633,0.0433128295069481,0.0422630545944907,0.212046226398775,0.0845312058144853,0.0553781806205157,-0.0240080337310794,0.19307044536005,0.107725695900307,0.748133791114747,0.0421488777829769,0.173302514017638,0.136179665640125,0.0553014728964092,0.217057858383842
52,0.1153,0.101754587670542,0.0368343753988516,0.0295605384957649,0.17394863684532,0.0875909922901377,0.0387946964062958,0.0115547845426324,0.163627200037643,0.0936669848853697,0.794522204735569,0.0240240430360377,0.163309926734702,0.10145812964864,0.0311587587929313,0.171757500504348
53,0.1153,0.130035745588862,0.0496905259628193,0.032644104328884,0.22742738684884,0.0663001154094319,0.0596877881584235,-0.0506857996979345,0.183286030516798,0.123411565218912,1.20085942594459,0.0181515955518394,0.228671534885985,0.105975469287611,-0.00926588372703574,0.221216822302258
54,0.1153,0.155019113858468,0.0363598773471434,0.0837550637757732,0.226283163941163,0.148126415303455,0.0373049897503694,0.0750099789490953,0.221242851657815,0.154256187221847,0.725937081065319,0.0906249965243741,0.217887377919321,0.154277050735594,0.0792096101618313,0.229344491309356
55,0.1153,0.163616928232781,0.0266469781960452,0.111389810671708,0.215844045793853,0.162194550860333,0.02678581730694,0.109695313642261,0.214693788078405,0.164697243378655,0.570959193728165,0.114650463452113,0.214744023305198,0.127245238011385,0.0687664853461737,0.185723990676596
56,0.1153,0.172883160326287,0.0347151697835923,0.104842677833253,0.240923642819321,0.166598806159349,0.0356381827802563,0.0967492514355913,0.236448360883107,0.173142737295745,0.697040578788859,0.112044436699635,0.234241037891854,0.1511183405934,0.0776026453082173,0.224634035878583
57,0.1153,0.159921894986083,0.038744766477797,0.0839835481001858,0.23586024187198,0.140962840744248,0.0440739373756538,0.0545795108310929,0.227346170657404,0.147878901802939,0.721325064345504,0.0846519721951015,0.211105831410776,0.169777204839551,0.0883954474754614,0.251158962203641
58,0.1153,0.124523661594624,0.0348761524479248,0.0561676588773632,0.192879664311885,0.102436098793556,0.042263003490591,0.0196021340735069,0.185270063513605,0.118373697589869,0.746509387819033,0.0529392646992684,0.183808130480469,0.147562241715936,0.0741998441587898,0.220924639273083
59,0.1153,0.0708257669559474,0.0373261304618805,-0.00233210443158174,0.143983638343477,0.0655537135446091,0.0384939827242056,-0.00989310621634087,0.141000533305559,0.0639367224586311,0.791591793984195,-0.00544935756313193,0.133322802480394,0.0544905929188755,-0.0543599553320341,0.163341141169785
60,0.1153,0.0963644599656339,0.0375127275355675,0.0228408650340576,0.16988805489721,0.0832741385902365,0.038869693825243,0.00709093860266134,0.159457338577812,0.0952568442409117,0.764693395823452,0.0282285127726612,0.162285175709162,0.07602468994875,-0.00650140257753977,0.15855078247504
61,0.1153,0.123333905500946,0.041215885544823,0.0425522542421681,0.204115556759724,0.118414213630874,0.0431141360160882,0.0339120598147797,0.202916367446968,0.132773691758966,0.852509988327432,0.0580478965713764,0.207499486946555,0.130605616283299,0.0477782796896104,0.213432952876987
62,0.1153,0.0951310184822513,0.051428574329682,-0.00566713498016652,0.195929171944669,0.0729832010725998,0.0610098465569419,-0.0465939008813213,0.192560303026521,0.0861351491340331,1.15009514206064,-0.0146751348609701,0.186945433129036,0.111356731936669,0.0189125393171099,0.203800924556227
63,0.1153,0.0872073575683324,0.0469239407962906,-0.00476187640508695,0.179176591541752,0.0890499399268199,0.045566164352556,-0.000258101117822707,0.178357980971463,0.0953035878035397,0.91718211998343,0.0149090303367512,0.175698145270328,0.0943574991847502,0.00613029646777137,0.182584701901729
64,0.1153,0.12856012315169,0.0377373582694124,0.0545962600719567,0.202523986231423,0.115487480841355,0.0410631530302958,0.0350051798103181,0.195969781872391,0.125821592758856,0.799124535648708,0.0557752388182757,0.195867946699435,0.135041166655072,0.0620368357396176,0.208045497570526
65,0.1153,0.117941296049834,0.0370078926790467,0.0454071592551791,0.190475432844489,0.0929399296209624,0.042293286286392,0.0100466117117922,0.175833247530133,0.150822425597477,1.0214798634419,0.0612857678351872,0.240359083359766,0.124342177156593,0.0538787340831667,0.194805620230019
66,0.1153,0.124775549867191,0.0369444367997936,0.0523657843104793,0.197185315423902,0.110717058320999,0.0398616780220988,0.0325896050343531,0.188844511607644,0.121219501785783,0.741191557614577,0.0562511972645178,0.186187806307049,0.122451695604885,0.0476454087277709,0.197257982481998
67,0.1153,0.128905017146387,0.0418357491484822,0.0469084555491101,0.210901578743665,0.122074865231267,0.0429830748131312,0.0378295866527394,0.206320143809795,0.126362042758757,0.825570878769246,0.0539975646360035,0.19872652088151,0.134469449955248,0.0537065109369154,0.21523238897358
68,0.1153,0.0887593227673141,0.0464479174466238,-0.00227692258495811,0.179795568119586,0.0598077988021985,0.0521102554981801,-0.0423264251994148,0.161942022803812,0.0756630255454737,1.02685401192765,-0.0143446971011594,0.165670748192107,0.103245290258281,0.0179166801930938,0.188573900323469
69,0.1153,0.160190413313617,0.0434835813429088,0.0749641599626983,0.245416666664536,0.149308071697011,0.0445411934063212,0.0620089367921888,0.236607206601834,0.145564903716096,0.788431527001411,0.0764558333089144,0.214673974123277,0.156709571983086,0.0693982994315116,0.24402084453466
70,0.1153,0.124923751710278,0.0336861569064986,0.0589000973959756,0.19094740602458,0.108314423665432,0.0370790065432316,0.0356409062581731,0.180987941072691,0.119530187471227,0.757692885939293,0.0531154777493197,0.185944897193135,0.123121393587278,0.0560078784507121,0.190234908723844
71,0.1153,0.0767215915351235,0.0417410493129135,-0.00508936179509728,0.158532544865344,0.0534741530586117,0.0482280486788681,-0.0410510853966143,0.147999391513838,0.0671437406123139,0.924368163420701,-0.0138807013337827,0.14816818255841,0.0951557555633973,0.0209180429722014,0.169393468154593
72,0.1153,0.117202575451264,0.0348516100965065,0.0488946748588782,0.185510476043649,0.1058533028927,0.0359735005197352,0.0353465374761864,0.176360068309214,0.111661055019275,0.718639978814757,0.0486694835353057,0.174652626503244,0.122033468019602,0.0549851717475787,0.189081764291625
73,0.1153,0.129904931437301,0.0329143653304405,0.0653939608156437,0.194415902058958,0.118534269190335,0.0347804750498455,0.0503657907274437,0.186702747653226,0.128780506926637,0.689124973934988,0.0683760396875499,0.189184974165724,0.137658749910274,0.07577292680486,0.199544573015688
74,0.1153,0.177064225418634,0.0270361361946901,0.124074372195921,0.230054078641346,0.175577839795088,0.0272559690878685,0.122157122019128,0.228998557571047,0.167048050552086,0.595328876732769,0.114865173728238,0.219230927375934,0.105885199346981,0.0406572298365042,0.171113168857458
75,0.1153,0.128216906906892,0.0362735431407333,0.0571220687593952,0.199311745054389,0.117866763786142,0.0400455904832905,0.0393788486992523,0.196354678873031,0.128252517737723,0.75882033198667,0.0617389830125014,0.194766052462944,0.132114018670415,0.0616179409753665,0.202610096365464
76,0.1153,0.119045853922543,0.0338092813239581,0.0527808801844023,0.185310827660683,0.115072611715875,0.0347618311020952,0.0469406747191045,0.183204548712646,0.121187211480156,0.702768457509286,0.0595868401775654,0.182787582782747,0.123977498197602,0.0574905024037626,0.190464493991441
77,0.1153,0.290248215671068,0.0274662554450982,0.236415344208498,0.344081087133638,0.225941750656237,0.0318685550525494,0.163480530513908,0.288402970798566,0.227226167180405,0.655260490170064,0.169790052819994,0.284662281540817,0.167255984063057,0.0851009420861256,0.249411026039989
78,0.1153,0.156296688960666,0.0351237440390916,0.0874554156418428,0.225137962279488,0.11678762567837,0.0402703864104817,0.0378591186703146,0.195716132686425,0.13544128143346,0.805153893742256,0.0648664309542123,0.206016131912708,0.127567167000519,0.0562274346473911,0.198906899353647
79,0.1153,0.0847617581614566,0.0570373972726536,-0.0270294862648476,0.196553002587761,0.0905671711678961,0.0570642002787613,-0.0212766061850566,0.202410948520849,0.101502951104884,1.0648985709565,0.00816047582788042,0.194845426381887,0.101811007516179,0.00140599126371684,0.202216023768642
80,0.1153,0.103718366364083,0.0400773955567991,0.0251681144785912,0.182268618249575,0.0730810256625419,0.0459624247453895,-0.017003671480554,0.163165722805638,0.0907340832053867,0.910682173000428,0.0109092712121204,0.170558895198653,0.107538986426247,0.0251209772873628,0.189956995565131
81,0.1153,0.111032343138902,0.0353806126606103,0.0416876165731436,0.18037706970466,0.0951134988388473,0.0385387061590753,0.0195790227562878,0.170647974921407,0.107921298409229,0.762529214740886,0.0410826657768146,0.174759931041643,0.118460208751814,0.0511097545162199,0.185810662987408
82,0.1153,0.129864187824548,0.0351590054597693,0.0609538033911526,0.198774572257942,0.116800528899385,0.0381449624360022,0.0420377763331879,0.191563281465583,0.123900527638336,0.714769855061195,0.0612481874583033,0.186552867818368,0.127895757545514,0.0572249897578127,0.198566525333216
83,0.1153,0.176154887687357,0.0397265519220344,0.0982922766902095,0.254017498684505,0.148460943431245,0.0431100697944775,0.0639667592630609,0.232955127599429,0.157482050143632,0.789152774653621,0.0883097595923161,0.226654340694949,0.178809152269188,0.0926314561041213,0.264986848434255
84,0.1153,0.146604905609988,0.0337390169119945,0.080477647588691,0.212732163631285,0.142550687223592,0.0362029509604856,0.0715942072069707,0.213507167240214,0.151746027344806,0.624190713818728,0.0970332989575124,0.206458755732099,0.156235376985259,0.0918130220965135,0.220657731874004
85,0.1153,0.0907612019428647,0.0418990741742178,0.00864052557582565,0.172881878309904,0.0779093943297171,0.0443455985895133,-0.00900638177859905,0.164825170438033,0.0875189164053386,0.863518137397106,0.0118282144084005,0.163209618402277,0.100398366078453,0.0238167275665069,0.1769800045904
86,0.1153,0.123130553070232,0.0403790086189764,0.0439891504456059,0.202271955694858,0.0565824245568062,0.0658851083448234,-0.072550014916567,0.185714864030179,0.0858677800819344,1.07009022144114,-0.00792976342431315,0.179665323588182,0.123683899542997,0.0392446109729263,0.208123188113068
87,0.1153,0.132233678617483,0.0387785315084874,0.0562291534874961,0.20823820374747,0.113247176568629,0.0414722258434624,0.0319631075567315,0.194531245580527,0.121880632363663,0.80330329907349,0.0514679936591587,0.192293271068167,0.13003283094795,0.0543095584670127,0.205756103428887
88,0.1153,0.0750929836225886,0.0424426092360347,-0.00809300188994651,0.158278969135124,0.0685238408491391,0.0438929214064917,-0.0175047042838317,0.15455238598211,0.0704977868717436,0.902564091360058,-0.0086154438916481,0.149611017635135,0.0737230337188426,-0.00805836882558135,0.155504436263267
89,0.1153,0.148700967304325,0.0371655260895989,0.0758578747022279,0.221544059906423,0.144403549475873,0.0385612005519,0.0688249851935234,0.219982113758224,0.149501119356413,0.716516250855091,0.0866957008357181,0.212306537877108,0.154871852547272,0.0835096691046458,0.226234035989898
90,0.1153,0.0940357775447321,0.0410005499162799,0.0136761763624867,0.174395378726977,0.0925616850699356,0.0417650943752889,0.010703604283453,0.174419765856418,0.0957179876966839,0.762952756365585,0.028842230003996,0.162593745389372,0.114983020081129,0.038769097104415,0.191196943057843
91,0.1153,0.0850289344456702,0.0411606215624813,0.00435559860192401,0.165702270289416,0.0710807619886572,0.0436133205339104,-0.0143997755040083,0.156561299481323,0.0774838611552051,0.874193359760238,0.000857434661414483,0.154110287648996,0.0982347966428337,0.0210100411728266,0.175459552112841
92,0.1153,0.148302831873901,0.0352356490930116,0.0792422286797071,0.217363435068095,0.147893781919294,0.0325011184813386,0.0841927602386012,0.211594803599987,0.145100812301155,0.648380155895132,0.0882677858304931,0.201933838771818,0.144388278450852,0.0708627157551588,0.217913841146544
93,0.1153,0.110486944102349,0.0370875234664716,0.0377967338322807,0.183177154372417,0.0991704830151299,0.0405853563201085,0.0196246463279922,0.178716319702268,0.109567461729666,0.761634908070018,0.0428072185331967,0.176327704926136,0.104862428457056,0.0273709372574126,0.182353919656698
94,0.1153,0.286536019442573,0.0268368396721121,0.233936780226358,0.339135258658789,0.218705107588177,0.0313008459138743,0.157356576911345,0.280053638265008,0.214431948004309,0.643542359498637,0.158022973084518,0.270840922924099,0.174085204098039,0.0986618395809682,0.24950856861511
95,0.1153,0.129126278745443,0.0430473028614524,0.0447551155054081,0.213497441985478,0.0999671870649439,0.0473013085866398,0.00725832581351477,0.192676048316373,0.112512129997781,0.821387728299138,0.04051432118043,0.184509938815132,0.133534297480331,0.0530090578914151,0.214059537069248
96,0.1153,0.0785445705744704,0.0386315586282531,0.00282810699644682,0.154261034152494,0.0471293523919422,0.055935433047161,-0.0625020818401449,0.156760786624029,0.0759234314069659,0.81688880024221,0.00431997102089261,0.147526891793039,0.0886262980100865,0.0187088766467836,0.158543719373389
97,0.1153,0.162899966109894,0.0402507247122295,0.084009995322288,0.2417899368975,0.142318779933629,0.0443894035210922,0.0553171477370728,0.229320412130185,0.155295357980074,0.806159640262754,0.0846323499313772,0.22595836602877,0.177938532445918,0.103323383635405,0.252553681256431
98,0.1153,0.126164354793298,0.03946821067987,0.0488080833265132,0.203520626260082,0.124308275500894,0.0376025150910717,0.0506087001942694,0.198007850807518,0.123194600710054,0.730877475511854,0.0591303653461107,0.187258836073998,0.114446038877745,0.0269000970764407,0.201991980679049
99,0.1153,0.167505319790642,0.03219917350921,0.104396099380635,0.23061454020065,0.125967496959375,0.0422204501633918,0.0432169352280584,0.208718058690691,0.141545250233357,0.794264948218792,0.0719248579119443,0.21116564255477,0.122640474138508,0.0512533613385348,0.194027586938481
100,0.1153,0.0661909157109325,0.0370014276285095,-0.0063305498175114,0.138712381239376,0.0541624888515395,0.0393153282045498,-0.0228941384697499,0.131219116172829,0.0604694573564737,0.806210958484083,-0.0101980489326526,0.1311369636456,0.0701382209336896,-0.00293877069370881,0.143215212561088
101,0.1153,0.0807719508527679,0.0454162850844914,-0.00824233222443875,0.169786233929975,0.0647577072486151,0.0502692433477141,-0.0337681992429841,0.163283613740214,0.0755753889442955,0.957660157246121,-0.00836722492476671,0.159518002813358,0.0976251165929671,0.00921719928947223,0.186033033896462
102,0.1153,0.102746972156868,0.0325844242437004,0.0388826741822413,0.166611270131494,0.0929186651131553,0.0342081154654169,0.0258719908219506,0.15996533940436,0.0973044598528586,0.703366506270718,0.0356516672650386,0.158957252440679,0.106127330133094,0.0430296756518624,0.169224984614325
